time,asn,src_res,dest_res,src_pkt,dest_pkt,command,status,ch1,slot1,ch2,slot2,ch3,slot3,id_res,succes
"2017-07-28 10:00:54,401",3146,0002,000b,000b,0002,CELLADD_REP,ENQUEUED,,,,,,,22,1
"2017-07-28 10:00:54,406",3146,0002,000b,0002,000b,CELLADD_REQ,TXED,,,,,,,22,1
"2017-07-28 10:00:54,517",3157,0004,0001,0004,0001,CELLADD_REQ,ENQUEUED,8,12,10,3,,,24,0
"2017-07-28 10:00:54,521",3157,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,21,1
"2017-07-28 10:00:54,748",3179,0004,0001,0001,0004,CELLADD_REQ,RCVD,,,,,,,24,0
"2017-07-28 10:00:54,850",3190,000c,0006,000c,0006,CELLADD_REQ,ENQUEUED,8,8,7,2,,,25,1
"2017-07-28 10:00:54,859",3190,0009,0006,0009,0006,CELLADD_REQ,ENQUEUED,5,7,4,15,,,26,1
"2017-07-28 10:00:55,068",3212,0002,000b,0002,000b,CELLADD_REP,RCVD,,,,,,,22,1
"2017-07-28 10:00:55,070",3212,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,9,8,8,2,,,27,1
"2017-07-28 10:00:55,074",3212,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,22,1
"2017-07-28 10:00:55,187",3223,0009,0006,0006,0009,CELLADD_REQ,RCVD,,,,,,,26,1
"2017-07-28 10:00:55,188",3223,0009,0006,0006,0009,CELLADD_REP,ENQUEUED,4,15,,,,,26,1
"2017-07-28 10:00:55,193",3223,0009,0006,0009,0006,CELLADD_REQ,TXED,,,,,,,26,1
"2017-07-28 10:00:55,298",3234,0004,0001,0001,0004,CELLADD_REQ,RCVD,,,,,,,24,0
"2017-07-28 10:00:55,305",3234,0004,0001,0004,0001,CELLADD_REQ,TXED,,,,,,,24,0
"2017-07-28 10:00:55,504",3256,0002,000b,000b,0002,CELLADD_REQ,RCVD,,,,,,,27,1
"2017-07-28 10:00:55,505",3256,0002,000b,000b,0002,CELLADD_REP,ENQUEUED,8,2,,,,,27,1
"2017-07-28 10:00:55,512",3256,0002,000b,0002,000b,CELLADD_REQ,TXED,,,,,,,27,1
"2017-07-28 10:00:55,620",3267,0002,000b,0002,000b,CELLADD_REP,RCVD,8,2,,,,,27,1
"2017-07-28 10:00:55,626",3267,0002,000b,000b,0002,CELLADD_REP,TXED,8,2,,,,,27,1
"2017-07-28 10:00:55,627",3267,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,13,,,,,28,0
"2017-07-28 10:00:55,740",3278,000c,0006,0006,000c,CELLADD_REQ,RCVD,,,,,,,25,1
"2017-07-28 10:00:55,741",3278,000c,0006,0006,000c,CELLADD_REP,ENQUEUED,7,2,,,,,25,1
"2017-07-28 10:00:55,746",3278,000c,0006,000c,0006,CELLADD_REQ,TXED,,,,,,,25,1
"2017-07-28 10:00:55,855",3289,000c,0006,000c,0006,CELLADD_REQ,FAILED,6,8,,,,,25,1
"2017-07-28 10:00:55,856",3289,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,10,7,,,,,29,0
"2017-07-28 10:00:56,091",3311,0009,0006,0006,0009,CELLADD_REP,TXED,4,15,,,,,26,1
"2017-07-28 10:00:56,092",3311,0006,0001,0006,0001,CELLADD_REQ,ENQUEUED,8,12,5,1,9,7,30,1
"2017-07-28 10:00:56,098",3311,0009,0006,0009,0006,CELLADD_REP,RCVD,4,15,,,,,26,1
"2017-07-28 10:00:56,214",3322,0006,0001,0001,0006,CELLADD_REQ,RCVD,,,,,,,30,1
"2017-07-28 10:00:56,221",3322,0006,0001,0006,0001,CELLADD_REQ,TXED,4,15,,,,,30,1
"2017-07-28 10:00:56,254",3328,0006,0001,0006,0001,CELLADD_REQ,FAILED,6,8,,,,,30,1
"2017-07-28 10:00:56,255",3328,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,10,6,,,,,31,0
"2017-07-28 10:00:56,464",3344,000c,0006,000c,0006,CELLADD_REP,RCVD,7,2,,,,,25,1
"2017-07-28 10:00:56,471",3344,000c,0006,0006,000c,CELLADD_REP,TXED,7,2,,,,,25,1
"2017-07-28 10:00:56,588",3355,000c,0006,0006,000c,CELLADD_REP,FAILED,9,1,,,,,25,1
"2017-07-28 10:00:56,702",3366,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,31,0
"2017-07-28 10:00:56,707",3366,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,31,0
"2017-07-28 10:00:57,038",3402,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,4,13,4,1,,,32,0
"2017-07-28 10:00:57,079",3405,000e,0001,000e,0001,CELLADD_REQ,TXED,6,10,,,,,32,0
"2017-07-28 10:00:57,159",3405,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,32,0
"2017-07-28 10:00:57,389",3432,0004,0001,0004,0001,CELLADD_REQ,ENQUEUED,7,5,5,9,9,13,33,0
"2017-07-28 10:00:58,486",3542,0004,0001,0004,0001,CELLADD_REQ,FAILED,,,,,,,33,0
"2017-07-28 10:00:58,487",3542,0004,0001,0004,0001,CELLADD_REQ,ENQUEUED,10,5,9,15,,,34,0
"2017-07-28 10:00:59,398",3636,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,9,1,,,,,35,1
"2017-07-28 10:00:59,461",3641,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,35,1
"2017-07-28 10:00:59,466",3641,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,35,1
"2017-07-28 10:00:59,676",3663,000b,0001,000b,0001,CELLADD_REP,FAILED,6,10,,,,,31,0
"2017-07-28 10:00:59,791",3677,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,9,4,,,,,36,0
"2017-07-28 10:00:59,833",3680,000e,0001,000e,0001,CELLADD_REQ,TXED,6,10,,,,,36,0
"2017-07-28 10:00:59,895",3680,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,36,0
"2017-07-28 10:01:00,638",3762,000b,0001,0001,000b,CELLADD_REP,TXED,6,8,,,,,35,1
"2017-07-28 10:01:00,656",3762,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,9,10,10,,,37,1
"2017-07-28 10:01:01,099",3773,0004,0001,0004,0001,CELLADD_REQ,ENQUEUED,5,12,,,,,38,0
"2017-07-28 10:01:01,210",3784,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,37,1
"2017-07-28 10:01:01,215",3784,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,37,1
"2017-07-28 10:01:01,559",3817,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,4,1,7,13,,,39,0
"2017-07-28 10:01:01,563",3817,000b,0001,0001,000b,CELLADD_REP,TXED,6,8,,,,,37,1
"2017-07-28 10:01:01,788",3839,000a,0002,000a,0002,CELLADD_REQ,ENQUEUED,5,6,4,12,,,40,1
"2017-07-28 10:01:01,799",3839,0008,0002,0008,0002,CELLADD_REQ,ENQUEUED,8,5,6,8,,,41,1
"2017-07-28 10:01:01,843",3845,0008,0002,0008,0002,CELLADD_REQ,FAILED,6,8,,,,,41,1
"2017-07-28 10:01:01,844",3845,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,5,13,,,,,42,0
"2017-07-28 10:01:01,933",3850,000a,0002,0002,000a,CELLADD_REQ,RCVD,,,,,,,40,1
"2017-07-28 10:01:01,934",3850,000a,0002,0002,000a,CELLADD_REP,ENQUEUED,4,12,,,,,40,1
"2017-07-28 10:01:01,944",3850,000a,0002,000a,0002,CELLADD_REQ,TXED,,,,,,,40,1
"2017-07-28 10:01:02,067",3861,000a,0002,000a,0002,CELLADD_REP,FAILED,8,4,,,,,40,1
"2017-07-28 10:01:02,239",3878,000a,0002,000a,0002,CELLADD_REQ,FAILED,6,8,,,,,40,1
"2017-07-28 10:01:02,240",3878,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,5,,,,,43,1
"2017-07-28 10:01:02,317",3883,0008,0002,0002,0008,CELLADD_REQ,RCVD,,,,,,,41,1
"2017-07-28 10:01:02,318",3883,0008,0002,0002,0008,CELLADD_REP,ENQUEUED,6,8,,,,,41,1
"2017-07-28 10:01:02,325",3883,0008,0002,0008,0002,CELLADD_REQ,TXED,,,,,,,41,1
"2017-07-28 10:01:02,437",3894,000a,0002,0002,000a,CELLADD_REP,TXED,4,12,,,,,40,1
"2017-07-28 10:01:02,438",3894,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,7,2,9,6,,,44,1
"2017-07-28 10:01:02,445",3894,000a,0002,000a,0002,CELLADD_REP,RCVD,4,12,,,,,40,1
"2017-07-28 10:01:02,559",3905,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,43,1
"2017-07-28 10:01:02,565",3905,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,43,1
"2017-07-28 10:01:02,626",3913,0002,000b,0002,000b,CELLADD_REQ,TXED,8,2,,,,,44,1
"2017-07-28 10:01:02,690",3916,0002,000b,0002,000b,CELLADD_REQ,FAILED,,,,,,,44,1
"2017-07-28 10:01:02,691",3916,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,8,4,,,,,45,0
"2017-07-28 10:01:03,022",3952,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,10,6,,,,,46,1
"2017-07-28 10:01:03,062",3955,000e,0001,000e,0001,CELLADD_REQ,TXED,6,10,,,,,46,1
"2017-07-28 10:01:03,137",3960,0008,0002,0008,0002,CELLADD_REP,RCVD,6,8,,,,,41,1
"2017-07-28 10:01:03,142",3955,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,46,1
"2017-07-28 10:01:03,149",3960,0008,0002,0002,0008,CELLADD_REP,TXED,6,8,,,,,41,1
"2017-07-28 10:01:04,383",4092,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,44,1
"2017-07-28 10:01:04,504",4103,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,45,0
"2017-07-28 10:01:04,611",4114,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,44,1
"2017-07-28 10:01:04,622",4114,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,9,15,5,9,,,47,0
"2017-07-28 10:01:04,684",4122,0002,000b,0002,000b,CELLADD_REQ,TXED,8,2,,,,,47,0
"2017-07-28 10:01:04,747",4125,0004,0001,0001,0004,CELLADD_REQ,RCVD,,,,,,,38,0
"2017-07-28 10:01:04,755",4125,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,5,3,9,7,,,48,1
"2017-07-28 10:01:04,813",4133,0002,000b,0002,000b,CELLADD_REQ,TXED,8,2,,,,,48,1
"2017-07-28 10:01:04,871",4136,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,48,1
"2017-07-28 10:01:04,985",4147,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,7,15,4,0,5,14,49,0
"2017-07-28 10:01:04,991",4147,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,48,1
"2017-07-28 10:01:05,416",4191,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,49,0
"2017-07-28 10:01:05,533",4202,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,4,8,4,12,9,3,50,1
"2017-07-28 10:01:05,638",4213,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,9,12,7,5,,,51,1
"2017-07-28 10:01:05,659",4213,0004,000e,000e,0004,CELLADD_REP,TXED,8,14,,,,,50,1
"2017-07-28 10:01:05,775",4224,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,9,13,,,,,52,1
"2017-07-28 10:01:05,779",4224,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,51,1
"2017-07-28 10:01:06,118",4257,0004,000e,000e,0004,CELLADD_REP,FAILED,6,8,,,,,49,0
"2017-07-28 10:01:06,620",4312,0004,000e,000e,0004,CELLADD_REQ,RCVD,,,,,,,52,1
"2017-07-28 10:01:06,621",4312,0004,000e,000e,0004,CELLADD_REP,ENQUEUED,9,3,,,,,52,1
"2017-07-28 10:01:06,637",4312,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,52,1
"2017-07-28 10:01:06,846",4334,0004,000e,0004,000e,CELLADD_REP,RCVD,9,3,,,,,52,1
"2017-07-28 10:01:06,852",4334,0004,000e,000e,0004,CELLADD_REP,TXED,9,3,,,,,52,1
"2017-07-28 10:01:06,978",4345,0004,000e,000e,0004,CELLADD_REP,TXED,9,3,,,,,52,1
"2017-07-28 10:01:07,308",4378,0004,000e,000e,0004,CELLADD_REP,TXED,9,3,,,,,52,1
"2017-07-28 10:01:07,932",4444,000e,0001,0001,000e,CELLADD_REP,TXED,8,4,,,,,46,1
"2017-07-28 10:01:08,037",4455,0006,0001,0001,0006,CELLADD_REP,TXED,,,,,,,30,1
"2017-07-28 10:01:08,148",4466,000e,0001,0001,000e,CELLADD_REP,TXED,6,4,,,,,46,1
"2017-07-28 10:01:09,132",4565,000e,0001,0001,000e,CELLADD_REP,TXED,,,,,,,46,1
"2017-07-28 10:01:09,241",4576,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,13,4,14,,,53,0
"2017-07-28 10:01:09,245",4576,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,43,1
"2017-07-28 10:01:09,473",4598,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,53,0
"2017-07-28 10:01:09,478",4598,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,53,0
"2017-07-28 10:01:09,918",4642,000b,0001,000b,0001,CELLADD_REP,FAILED,6,8,,,,,42,0
"2017-07-28 10:01:11,660",4829,000b,0001,000b,0001,CELLADD_REP,FAILED,,,,,,,53,0
"2017-07-28 10:01:11,983",4868,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,4,3,,,,,54,1
"2017-07-28 10:01:12,051",4873,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,54,1
"2017-07-28 10:01:12,056",4873,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,54,1
"2017-07-28 10:01:13,157",4994,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,5,14,,,,,55,0
"2017-07-28 10:01:13,161",4994,000b,0001,0001,000b,CELLADD_REP,TXED,6,8,,,,,54,1
"2017-07-28 10:01:13,426",5022,000b,0001,0001,000b,CELLADD_REQ,FAILED,6,8,,,,,55,0
"2017-07-28 10:01:13,427",5022,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,7,10,13,,,56,1
"2017-07-28 10:01:13,593",5038,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,56,1
"2017-07-28 10:01:13,598",5038,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,56,1
"2017-07-28 10:01:14,225",5104,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,9,14,5,7,,,57,1
"2017-07-28 10:01:14,229",5104,000b,0001,0001,000b,CELLADD_REP,TXED,9,1,,,,,56,1
"2017-07-28 10:01:14,335",5115,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,57,1
"2017-07-28 10:01:14,341",5115,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,57,1
"2017-07-28 10:01:15,545",5236,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,10,10,,,,,58,0
"2017-07-28 10:01:15,557",5236,000b,0001,0001,000b,CELLADD_REP,TXED,9,1,,,,,57,1
"2017-07-28 10:01:15,788",5258,000b,0001,0001,000b,CELLADD_REQ,FAILED,6,8,,,,,58,0
"2017-07-28 10:01:15,789",5258,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,9,2,9,5,,,59,0
"2017-07-28 10:01:16,113",5291,000b,0001,000b,0001,CELLADD_REQ,FAILED,6,8,,,,,59,0
"2017-07-28 10:01:16,114",5291,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,5,8,5,5,,,60,0
"2017-07-28 10:01:16,448",5330,000b,0001,000b,0001,CELLADD_REQ,FAILED,6,8,,,,,60,0
"2017-07-28 10:01:16,449",5330,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,10,10,10,9,7,12,61,0
"2017-07-28 10:01:16,797",5363,000b,0001,000b,0001,CELLADD_REQ,FAILED,6,8,,,,,61,0
