time,asn,src_res,dest_res,src_pkt,dest_pkt,command,status,ch1,slot1,ch2,slot2,ch3,slot3,id_res,succes
"2017-07-28 10:56:28,225",14641,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,96,1
"2017-07-28 10:56:29,019",14718,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,96,1
"2017-07-28 10:56:29,773",14795,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,96,1
"2017-07-28 10:56:29,895",14806,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,9,,,,,97,0
"2017-07-28 10:56:31,841",15004,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,97,0
"2017-07-28 10:56:32,429",15065,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,1,10,4,,,98,0
"2017-07-28 10:56:32,896",15103,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,98,0
"2017-07-28 10:56:33,113",15125,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,98,0
"2017-07-28 10:56:33,114",15125,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,15,4,7,,,99,0
"2017-07-28 10:56:34,261",15235,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,0,9,15,7,8,100,0
"2017-07-28 10:56:35,869",15389,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,100,0
"2017-07-28 10:56:35,875",15389,0003,0001,0003,0001,CELLADD_REQ,TXED,5,15,,,,,100,0
"2017-07-28 10:56:36,091",15411,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,100,0
"2017-07-28 10:56:37,540",15554,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,0,,,,,101,0
"2017-07-28 10:56:38,800",15659,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,9,,,,,102,0
"2017-07-28 10:56:39,025",15675,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,102,0
"2017-07-28 10:56:39,239",15697,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,2,10,8,,,103,0
"2017-07-28 10:56:40,459",15818,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,103,0
"2017-07-28 10:56:40,465",15818,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,0,4,14,,,104,0
"2017-07-28 10:56:41,433",15917,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,104,0
"2017-07-28 10:56:43,623",16115,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,104,0
"2017-07-28 10:56:47,480",16434,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,10,7,7,9,11,105,0
"2017-07-28 10:56:47,817",16467,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,105,0
"2017-07-28 10:56:49,157",16599,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,105,0
"2017-07-28 10:56:49,714",16654,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,105,0
"2017-07-28 10:56:50,604",16742,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,105,0
"2017-07-28 10:56:52,970",16984,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,105,0
"2017-07-28 10:56:53,647",17050,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,105,0
"2017-07-28 10:56:55,383",17226,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,2,,,,,106,0
"2017-07-28 10:56:57,630",17457,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,0,,,,,107,1
"2017-07-28 10:56:57,751",17468,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,107,1
"2017-07-28 10:56:59,642",17655,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,1,7,12,,,108,0
"2017-07-28 10:56:59,646",17655,0003,0001,0001,0003,CELLADD_REP,TXED,,,,,,,107,1
"2017-07-28 10:56:59,747",17666,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,108,0
"2017-07-28 10:56:59,753",17666,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,6,,,,,109,0
"2017-07-28 10:56:59,987",17688,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,11,10,5,,,110,0
"2017-07-28 10:57:00,510",17743,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,110,0
"2017-07-28 10:57:01,365",17820,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,110,0
"2017-07-28 10:57:04,320",18084,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,110,0
"2017-07-28 10:57:04,432",18095,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,110,0
"2017-07-28 10:57:06,051",18249,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,110,0
"2017-07-28 10:57:06,552",18293,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,15,9,9,,,111,0
"2017-07-28 10:57:07,163",18337,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,111,0
"2017-07-28 10:57:07,837",18403,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,111,0
"2017-07-28 10:57:10,216",18612,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,3,9,8,4,10,112,0
"2017-07-28 10:57:10,442",18634,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,4,,,,,113,0
"2017-07-28 10:57:11,705",18755,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,113,0
"2017-07-28 10:57:12,581",18821,0003,0001,0003,0001,CELLADD_REQ,TXED,5,15,,,,,113,0
"2017-07-28 10:57:12,611",18821,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,113,0
"2017-07-28 10:57:14,232",18975,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,7,8,13,8,12,114,1
"2017-07-28 10:57:14,804",19030,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,5,,,,,115,0
"2017-07-28 10:57:14,808",19030,0003,0001,0001,0003,CELLADD_REP,TXED,,,,,,,114,1
"2017-07-28 10:57:15,305",19074,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,115,0
"2017-07-28 10:57:15,312",19074,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,9,,,,,116,1
"2017-07-28 10:57:16,227",19162,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,3,,,,,117,0
"2017-07-28 10:57:16,231",19162,0003,0001,0001,0003,CELLADD_REP,TXED,,,,,,,116,1
"2017-07-28 10:57:18,407",19371,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,117,0
"2017-07-28 10:57:18,535",19382,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,117,0
"2017-07-28 10:57:18,536",19382,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,4,10,3,,,118,0
"2017-07-28 10:57:20,834",19602,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,118,0
"2017-07-28 10:57:20,840",19602,0003,0001,0003,0001,CELLADD_REQ,TXED,5,15,,,,,118,0
"2017-07-28 10:57:23,125",19833,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,7,,,,,119,0
"2017-07-28 10:57:23,495",19872,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,10,8,4,,,120,0
"2017-07-28 10:57:24,123",19932,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,120,0
"2017-07-28 10:57:26,011",20119,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,120,0
"2017-07-28 10:57:26,012",20119,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,11,,,,,121,0
"2017-07-28 10:57:26,032",20119,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,120,0
"2017-07-28 10:57:27,810",20295,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,121,0
"2017-07-28 10:57:27,818",20295,0003,0001,0003,0001,CELLADD_REQ,TXED,5,15,,,,,121,0
"2017-07-28 10:57:27,926",20306,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,121,0
"2017-07-28 10:57:29,339",20449,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,6,10,3,,,122,0
"2017-07-28 10:57:31,421",20658,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,122,0
"2017-07-28 10:57:31,422",20658,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,4,,,,,123,0
"2017-07-28 10:57:32,292",20746,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,123,0
"2017-07-28 10:57:32,407",20757,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,123,0
"2017-07-28 10:57:33,070",20823,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,15,,,,,124,0
"2017-07-28 10:57:34,596",20977,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,124,0
"2017-07-28 10:57:34,597",20977,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,1,,,,,125,0
"2017-07-28 10:57:34,622",20977,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,124,0
"2017-07-28 10:57:34,934",21010,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,125,0
"2017-07-28 10:57:38,873",21395,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,125,0
"2017-07-28 10:57:38,975",21406,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,125,0
"2017-07-28 10:57:39,324",21439,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,13,7,6,,,126,0
"2017-07-28 10:57:41,951",21703,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,126,0
"2017-07-28 10:57:42,809",21791,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,126,0
"2017-07-28 10:57:42,814",21791,0003,0001,0003,0001,CELLADD_REQ,TXED,5,15,,,,,126,0
"2017-07-28 10:57:43,248",21835,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,126,0
"2017-07-28 10:57:44,170",21923,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,0,,,,,127,0
"2017-07-28 10:57:45,627",22061,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,3,4,13,,,128,0
"2017-07-28 10:57:46,927",22187,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,7,9,4,,,129,0
"2017-07-28 10:57:48,288",22319,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,129,0
"2017-07-28 10:57:48,862",22374,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,129,0
"2017-07-28 10:57:48,863",22374,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,13,,,,,130,0
"2017-07-28 10:57:50,386",22528,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,130,0
"2017-07-28 10:57:52,566",22748,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,130,0
"2017-07-28 10:57:52,567",22748,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,5,,,,,131,0
"2017-07-28 10:57:53,577",22847,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,131,0
"2017-07-28 10:57:53,902",22880,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,131,0
"2017-07-28 10:57:56,110",23100,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,131,0
"2017-07-28 10:57:56,596",23144,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,131,0
"2017-07-28 10:57:56,600",23144,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,131,0
"2017-07-28 10:57:57,084",23188,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,131,0
"2017-07-28 10:57:57,319",23210,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,7,4,0,,,132,0
"2017-07-28 10:58:00,641",23540,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,132,0
"2017-07-28 10:58:00,642",23540,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,0,8,15,,,133,0
"2017-07-28 10:58:01,042",23573,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,133,0
"2017-07-28 10:58:01,175",23584,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,11,,,,,134,0
"2017-07-28 10:58:02,600",23716,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,134,0
"2017-07-28 10:58:04,383",23881,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,134,0
"2017-07-28 10:58:04,384",23881,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,2,4,12,,,135,0
"2017-07-28 10:58:05,878",24024,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,135,0
"2017-07-28 10:58:07,278",24156,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,135,0
"2017-07-28 10:58:07,305",24156,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,135,0
"2017-07-28 10:58:07,306",24156,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,1,9,10,,,136,0
"2017-07-28 10:58:08,737",24288,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,136,0
"2017-07-28 10:58:10,478",24453,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,136,0
"2017-07-28 10:58:12,414",24640,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,136,0
"2017-07-28 10:58:12,643",24662,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,136,0
"2017-07-28 10:58:12,666",24662,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,136,0
"2017-07-28 10:58:13,385",24728,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,9,6,9,1,,,137,0
"2017-07-28 10:58:14,322",24816,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,137,0
"2017-07-28 10:58:14,903",24871,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,137,0
"2017-07-28 10:58:15,132",24893,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,137,0
"2017-07-28 10:58:16,365",25014,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,137,0
"2017-07-28 10:58:17,446",25124,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,137,0
"2017-07-28 10:58:17,447",25124,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,14,7,10,,,138,0
"2017-07-28 10:58:17,768",25157,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,138,0
"2017-07-28 10:58:19,639",25344,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,138,0
"2017-07-28 10:58:19,640",25344,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,1,,,,,139,0
"2017-07-28 10:58:20,839",25465,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,139,0
"2017-07-28 10:58:21,426",25520,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,139,0
"2017-07-28 10:58:22,787",25663,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,139,0
"2017-07-28 10:58:22,791",25663,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,139,0
"2017-07-28 10:58:25,213",25905,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,9,9,6,,,140,0
"2017-07-28 10:58:25,948",25971,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,140,0
"2017-07-28 10:58:25,965",25971,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,10,10,3,4,13,141,0
"2017-07-28 10:58:28,384",26191,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,141,0
"2017-07-28 10:58:30,300",26356,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,141,0
"2017-07-28 10:58:31,096",26433,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,141,0
"2017-07-28 10:58:31,464",26466,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,141,0
"2017-07-28 10:58:31,685",26488,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,4,7,7,,,142,0
"2017-07-28 10:58:33,584",26675,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,142,0
"2017-07-28 10:58:33,702",26686,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,142,0
"2017-07-28 10:58:34,451",26752,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,142,0
"2017-07-28 10:58:35,340",26840,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,142,0
"2017-07-28 10:58:35,454",26851,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,10,,,,,143,0
"2017-07-28 10:58:36,342",26939,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,143,0
"2017-07-28 10:58:36,667",26972,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,143,0
"2017-07-28 10:58:37,674",27071,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,143,0
"2017-07-28 10:58:37,794",27082,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,143,0
"2017-07-28 10:58:37,795",27082,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,8,2,4,3,,,144,0
"2017-07-28 10:58:39,918",27291,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,144,0
"2017-07-28 10:58:40,813",27379,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,144,0
"2017-07-28 10:58:40,814",27379,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,10,4,8,2,,,145,0
"2017-07-28 10:58:42,854",27577,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,145,0
"2017-07-28 10:58:43,728",27654,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,145,0
"2017-07-28 10:58:45,408",27819,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,145,0
"2017-07-28 10:58:46,484",27929,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,10,10,5,,,146,0
"2017-07-28 10:58:46,597",27940,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,146,0
"2017-07-28 10:58:46,691",27951,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,7,0,,,,,147,0
"2017-07-28 10:58:48,684",28149,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,147,0
"2017-07-28 10:58:50,740",28358,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,147,0
"2017-07-28 10:58:50,834",28369,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,147,0
"2017-07-28 10:58:53,664",28666,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,147,0
"2017-07-28 10:58:55,523",28864,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,147,0
"2017-07-28 10:58:57,345",29051,0003,0001,0003,0001,CELLADD_REQ,FAILED,5,15,,,,,147,0
"2017-07-28 10:58:57,346",29051,0003,0001,0003,0001,CELLADD_REQ,ENQUEUED,4,0,,,,,148,1
"2017-07-28 10:58:57,636",29084,0003,0001,0003,0001,CELLADD_REP,FAILED,,,,,,,148,1
"2017-07-28 10:58:59,763",29293,0003,0006,0003,0006,CELLADD_REQ,ENQUEUED,9,3,,,,,149,0
"2017-07-28 10:59:00,004",29315,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,148,1
"2017-07-28 10:59:01,296",29447,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,148,1
"2017-07-28 10:59:01,829",29502,0003,0001,0001,0003,CELLADD_REQ,FAILED,5,15,,,,,148,1
"2017-07-28 10:59:01,830",29502,0003,0006,0003,0006,CELLADD_REQ,ENQUEUED,8,11,4,15,,,150,0
"2017-07-28 10:59:03,178",29634,0003,0006,0003,0006,CELLADD_REP,FAILED,6,12,,,,,149,0
"2017-07-28 10:59:05,095",29821,0003,0006,0003,0006,CELLADD_REQ,FAILED,5,15,,,,,150,0
"2017-07-28 10:59:05,529",29865,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,150,0
"2017-07-28 10:59:06,522",29964,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,148,1
"2017-07-28 10:59:06,942",30008,0003,0006,0003,0006,CELLADD_REQ,ENQUEUED,7,6,,,,,151,0
"2017-07-28 10:59:06,945",30008,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,150,0
"2017-07-28 10:59:09,793",30272,0003,0006,0003,0006,CELLADD_REQ,FAILED,5,15,,,,,151,0
"2017-07-28 10:59:09,794",30272,0003,0006,0003,0006,CELLADD_REQ,ENQUEUED,4,2,,,,,152,0
"2017-07-28 10:59:10,642",30349,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,152,0
"2017-07-28 10:59:11,331",30415,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,152,0
"2017-07-28 10:59:13,131",30591,0003,0006,0003,0006,CELLADD_REQ,FAILED,5,15,,,,,152,0
"2017-07-28 10:59:13,132",30591,0003,0006,0003,0006,CELLADD_REQ,ENQUEUED,9,9,10,5,,,153,0
"2017-07-28 10:59:15,112",30778,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,153,0
"2017-07-28 10:59:15,352",30800,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,153,0
"2017-07-28 10:59:16,185",30877,0003,0006,0003,0006,CELLADD_REQ,FAILED,5,15,,,,,153,0
"2017-07-28 10:59:16,294",30888,0003,0006,0003,0006,CELLADD_REQ,ENQUEUED,9,2,9,7,,,154,0
"2017-07-28 10:59:16,297",30888,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,153,0
"2017-07-28 10:59:20,076",31229,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,154,0
"2017-07-28 10:59:20,197",31240,0003,0006,0003,0006,CELLADD_REP,FAILED,,,,,,,154,0
"2017-07-28 10:59:20,558",31273,0003,0006,0003,0006,CELLADD_REQ,FAILED,5,15,,,,,154,0
"2017-07-28 10:59:20,559",31273,0003,0006,0003,0006,CELLADD_REQ,ENQUEUED,8,7,10,12,,,155,0
"2017-07-28 10:59:22,623",31471,0003,0006,0003,0006,CELLADD_REQ,TXED,5,15,,,,,155,0
"2017-07-28 10:59:22,955",31493,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,148,1
"2017-07-28 10:59:23,620",31559,0003,0006,0003,0006,CELLADD_REQ,ENQUEUED,8,0,,,,,156,1
"2017-07-28 10:59:23,855",31581,0003,0006,0003,0006,CELLADD_REP,FAILED,9,7,,,,,155,0
"2017-07-28 10:59:24,214",31614,0003,0006,0003,0006,CELLADD_REQ,TXED,,,,,,,156,1
"2017-07-28 10:59:24,742",31669,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,148,1
"2017-07-28 10:59:24,853",31680,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,7,4,9,3,,,157,0
"2017-07-28 10:59:24,979",31691,0003,0006,0006,0003,CELLADD_REP,TXED,,,,,,,156,1
"2017-07-28 10:59:25,025",31691,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,8,9,,,,,158,0
"2017-07-28 10:59:25,595",31746,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,10,3,7,1,,,159,0
"2017-07-28 10:59:25,599",31746,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,148,1
"2017-07-28 10:59:26,558",31845,0003,0001,0001,0003,CELLADD_REP,FAILED,,,,,,,148,1
"2017-07-28 10:59:26,564",31845,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,4,9,,,,,160,0
"2017-07-28 10:59:26,677",31856,0003,0006,0006,0003,CELLADD_REP,TXED,,,,,,,156,1
"2017-07-28 10:59:26,800",31867,0003,0006,0006,0003,CELLADD_REP,FAILED,9,7,,,,,156,1
"2017-07-28 10:59:27,557",31944,0003,0006,0006,0003,CELLADD_REP,FAILED,8,5,,,,,156,1
"2017-07-28 10:59:27,777",31966,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,7,6,4,9,,,161,0
"2017-07-28 10:59:27,781",31966,0003,0001,0001,0003,CELLADD_REQ,RCVD,,,,,,,148,1
"2017-07-28 10:59:27,990",31988,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,4,4,,,,,162,0
"2017-07-28 10:59:27,994",31988,0003,0006,0006,0003,CELLADD_REP,TXED,,,,,,,156,1
"2017-07-28 10:59:28,223",32010,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,10,1,9,9,,,163,0
"2017-07-28 10:59:28,227",32010,0003,0006,0006,0003,CELLADD_REP,TXED,,,,,,,156,1
"2017-07-28 10:59:28,322",32021,0003,0006,0006,0003,CELLADD_REP,TXED,,,,,,,156,1
"2017-07-28 10:59:28,349",32021,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,9,0,8,10,,,164,0
"2017-07-28 10:59:28,465",32032,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,7,1,10,1,10,12,165,0
"2017-07-28 10:59:29,881",32175,0003,0009,0003,0009,CELLADD_REP,FAILED,,,,,,,164,0
"2017-07-28 10:59:30,013",32186,0003,0009,0003,0009,CELLADD_REP,FAILED,,,,,,,165,0
"2017-07-28 10:59:30,799",32263,0003,0009,0003,0009,CELLADD_REP,FAILED,,,,,,,165,0
"2017-07-28 10:59:31,326",32318,0003,0009,0009,0003,CELLADD_REQ,RCVD,,,,,,,165,0
"2017-07-28 10:59:31,327",32318,0003,0009,0009,0003,CELLADD_REP,ENQUEUED,4,9,,,,,165,0
"2017-07-28 10:59:31,332",32318,0003,0009,0009,0003,CELLADD_REQ,FAILED,,,,,,,165,0
"2017-07-28 10:59:31,333",32318,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,4,3,9,15,,,166,0
"2017-07-28 10:59:32,394",32417,0003,0009,0009,0003,CELLADD_REQ,RCVD,,,,,,,166,0
"2017-07-28 10:59:32,395",32417,0003,0009,0009,0003,CELLADD_REP,ENQUEUED,9,15,,,,,166,0
"2017-07-28 10:59:32,513",32428,0003,0009,0009,0003,CELLADD_REQ,RCVD,,,,,,,166,0
"2017-07-28 10:59:32,515",32428,0003,0009,0009,0003,CELLADD_REP,ENQUEUED,9,15,,,,,166,0
"2017-07-28 10:59:34,224",32604,0003,0009,0009,0003,CELLADD_REP,FAILED,,,,,,,166,0
"2017-07-28 10:59:34,824",32659,0003,0009,0009,0003,CELLADD_REP,FAILED,4,9,,,,,166,0
"2017-07-28 10:59:35,310",32703,0003,0009,0009,0003,CELLADD_REQ,RCVD,,,,,,,166,0
"2017-07-28 10:59:35,311",32703,0003,0009,0009,0003,CELLADD_REP,ENQUEUED,9,15,,,,,166,0
"2017-07-28 10:59:35,315",32703,0003,0009,0009,0003,CELLADD_REQ,FAILED,,,,,,,166,0
"2017-07-28 10:59:35,316",32703,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,9,15,,,,,167,0
"2017-07-28 10:59:39,325",33099,0003,0009,0003,0009,CELLADD_REQ,FAILED,,,,,,,167,0
"2017-07-28 10:59:39,326",33099,0003,0009,0003,0009,CELLADD_REQ,ENQUEUED,9,9,4,7,4,6,168,0
"2017-07-28 10:59:39,421",33110,0003,0009,0003,0009,CELLADD_REP,FAILED,,,,,,,168,0
"2017-07-28 10:59:39,994",33165,0003,0009,0009,0003,CELLADD_REQ,RCVD,,,,,,,168,0
