time,addr,comp,asn,statType,trackinstance,trackowner,length,frameType,slotOffset,frequency,l2Src,rssi,lqi,crc,queuePos,ACK_RX
"2017-04-07 10:12:56,498",c280,9,84488,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,165,0,1,0,0
"2017-04-07 10:13:02,596",1162,9,84691,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,189,0,1,0,0
"2017-04-07 10:13:02,596",c280,9,84691,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,194,0,1,0,0
"2017-04-07 10:13:02,598",b868,9,84691,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,188,121,1,0,0
"2017-04-07 10:13:02,600",b381,9,84691,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,173,0,1,1,0
"2017-04-07 10:13:04,432",b868,9,84751,4,3,054332ff03da8772,89,IEEE154_TYPE_DATA,100,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:13:05,034",8772,9,84772,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,189,65,1,0,0
"2017-04-07 10:13:05,035",b381,9,84772,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,183,0,1,1,0
"2017-04-07 10:13:05,036",b868,9,84772,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,189,66,1,0,0
"2017-04-07 10:13:05,543",8772,9,84789,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,138,16,054332ff02dc1162,189,24,1,0,1
"2017-04-07 10:13:05,640",b868,9,84792,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,25,1,0,1
"2017-04-07 10:13:06,265",b868,9,84813,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d8c280,165,0,1,0,0
"2017-04-07 10:13:06,265",8772,9,84813,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d8c280,195,64,1,0,0
"2017-04-07 10:13:07,888",b868,9,84867,4,3,054332ff03d9b381,89,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,9,1,1,1
"2017-04-07 10:13:08,699",8772,9,84894,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,189,64,1,0,0
"2017-04-07 10:13:08,703",1162,9,84894,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,189,64,1,0,0
"2017-04-07 10:13:09,360",8772,9,84916,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,62,16,054332ff02dc1162,189,69,1,0,1
"2017-04-07 10:13:09,929",c280,9,84935,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,165,151,1,0,0
"2017-04-07 10:13:09,931",8772,9,84935,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,189,52,1,1,0
"2017-04-07 10:13:09,933",1162,9,84935,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,189,172,1,0,0
"2017-04-07 10:13:09,933",b381,9,84935,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03dab868,187,187,1,1,0
"2017-04-07 10:13:10,293",b868,9,84947,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,29,1,0,1
"2017-04-07 10:13:11,132",c280,9,84975,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,194,15,1,0,0
"2017-04-07 10:13:11,133",b868,9,84975,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,188,0,1,0,0
"2017-04-07 10:13:11,135",1162,9,84975,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,189,15,1,0,0
"2017-04-07 10:13:11,137",b381,9,84975,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,173,64,1,0,0
"2017-04-07 10:13:13,691",c280,9,85057,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03da8772,193,151,1,1,0
"2017-04-07 10:13:13,938",b868,9,85068,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:13:17,085",8772,9,85173,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,116,16,054332ff03d8c280,195,69,1,0,1
"2017-04-07 10:13:17,237",1162,9,85178,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,189,15,1,0,0
"2017-04-07 10:13:18,710",b868,9,85227,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,170,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:13:19,790",1162,9,85260,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,189,15,1,0,0
"2017-04-07 10:13:19,794",c280,9,85260,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 10:13:19,794",b868,9,85260,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,188,156,1,0,0
"2017-04-07 10:13:19,795",b381,9,85260,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,174,0,1,0,0
"2017-04-07 10:13:22,135",b868,9,85341,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03d8c280,165,69,1,0,0
"2017-04-07 10:13:22,137",8772,9,85341,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03d8c280,195,151,1,1,0
"2017-04-07 10:13:23,336",b868,9,85381,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,189,15,1,0,0
"2017-04-07 10:13:23,341",8772,9,85381,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,189,15,1,1,0
"2017-04-07 10:13:23,342",b381,9,85381,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff02dc1162,182,0,1,0,0
"2017-04-07 10:13:23,939",b868,9,85401,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,29,1,0,1
"2017-04-07 10:13:27,008",1162,9,85503,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,183,63,1,0,0
"2017-04-07 10:13:27,009",8772,9,85503,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,195,64,1,0,0
"2017-04-07 10:13:27,155",8772,9,85508,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,45,16,054332ff03d8c280,195,170,1,0,1
"2017-04-07 10:13:29,438",b381,9,85584,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,187,0,1,0,0
"2017-04-07 10:13:29,441",1162,9,85584,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,190,63,1,0,0
"2017-04-07 10:13:30,040",b868,9,85604,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,187,1,0,1
"2017-04-07 10:13:30,670",b381,9,85625,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff02dc1162,182,18,1,0,0
"2017-04-07 10:13:30,671",b868,9,85625,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff02dc1162,189,0,1,0,0
"2017-04-07 10:13:30,674",8772,9,85625,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff02dc1162,189,20,1,0,0
"2017-04-07 10:13:31,994",8772,9,85666,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,189,15,1,0,0
"2017-04-07 10:13:31,995",b381,9,85666,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,182,15,1,0,0
"2017-04-07 10:13:32,010",b868,9,85666,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,189,15,1,0,0
"2017-04-07 10:13:34,940",b868,9,85766,4,3,054332ff03da8772,89,IEEE154_TYPE_DATA,100,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:13:35,541",8772,9,85787,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,195,65,1,0,0
"2017-04-07 10:13:38,100",c280,9,85869,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,165,20,1,0,0
"2017-04-07 10:13:38,397",b868,9,85882,4,3,054332ff03d9b381,89,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,9,1,0,1
"2017-04-07 10:13:39,206",c280,9,85909,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,194,15,1,0,0
"2017-04-07 10:13:39,208",1162,9,85909,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,189,0,1,0,0
"2017-04-07 10:13:39,208",b868,9,85909,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,188,156,1,0,0
"2017-04-07 10:13:39,211",b381,9,85909,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,174,65,1,0,0
"2017-04-07 10:13:39,871",8772,9,85931,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,62,16,054332ff02dc1162,189,69,1,0,1
"2017-04-07 10:13:40,439",b381,9,85950,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,186,65,1,0,0
"2017-04-07 10:13:40,442",1162,9,85950,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,189,65,1,0,0
"2017-04-07 10:13:44,438",b868,9,86083,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:13:46,546",8772,9,86153,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d8c280,195,65,1,0,0
"2017-04-07 10:13:47,595",8772,9,86188,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,116,16,054332ff03d8c280,195,69,1,0,1
"2017-04-07 10:13:47,742",b868,9,86193,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,186,10,1,0,0
"2017-04-07 10:13:47,749",8772,9,86193,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,174,17,1,1,0
"2017-04-07 10:13:47,750",1162,9,86193,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,182,65,1,0,0
"2017-04-07 10:13:48,975",b381,9,86234,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,187,0,1,0,0
"2017-04-07 10:13:48,977",8772,9,86234,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,189,17,1,1,0
"2017-04-07 10:13:48,978",c280,9,86234,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,165,65,1,0,0
"2017-04-07 10:13:48,980",1162,9,86234,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,189,65,1,0,0
"2017-04-07 10:13:49,218",b868,9,86242,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,170,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:13:50,298",b381,9,86275,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,174,0,1,0,0
"2017-04-07 10:13:50,300",b868,9,86275,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,188,17,1,0,0
"2017-04-07 10:13:50,301",1162,9,86275,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,189,65,1,0,0
"2017-04-07 10:13:50,304",c280,9,86275,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,194,65,1,0,0
"2017-04-07 10:13:51,413",b868,9,86315,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d8c280,165,69,1,0,0
"2017-04-07 10:13:51,416",8772,9,86315,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d8c280,195,151,1,0,0
"2017-04-07 10:13:52,644",b381,9,86356,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff02dc1162,182,0,1,0,0
"2017-04-07 10:13:52,647",8772,9,86356,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff02dc1162,189,15,1,0,0
"2017-04-07 10:13:52,649",b868,9,86356,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff02dc1162,189,15,1,0,0
"2017-04-07 10:13:57,512",1162,9,86518,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,189,65,1,0,0
"2017-04-07 10:13:57,516",b381,9,86518,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,187,0,1,1,0
"2017-04-07 10:13:57,518",8772,9,86518,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,195,15,1,0,0
"2017-04-07 10:13:58,744",1162,9,86559,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,182,65,1,0,0
"2017-04-07 10:13:58,748",8772,9,86559,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,174,15,1,0,0
"2017-04-07 10:13:58,748",b868,9,86559,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,186,15,1,0,0
"2017-04-07 10:13:59,107",b868,9,86571,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,29,1,0,1
"2017-04-07 10:14:01,179",1162,9,86640,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,189,65,1,0,0
"2017-04-07 10:14:01,180",b868,9,86640,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,188,0,1,0,0
"2017-04-07 10:14:01,182",b381,9,86640,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,174,64,1,0,0
"2017-04-07 10:14:01,183",c280,9,86640,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,193,0,1,0,0
"2017-04-07 10:14:04,851",b381,9,86762,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff02dc1162,182,18,1,1,0
"2017-04-07 10:14:04,854",b868,9,86762,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff02dc1162,189,0,1,0,0
"2017-04-07 10:14:04,856",8772,9,86762,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff02dc1162,189,151,1,2,0
"2017-04-07 10:14:05,450",b868,9,86781,4,3,054332ff03da8772,89,IEEE154_TYPE_DATA,100,16,054332ff03da8772,188,9,1,1,1
"2017-04-07 10:14:06,563",8772,9,86819,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,138,16,054332ff02dc1162,189,24,1,0,1
"2017-04-07 10:14:06,650",b868,9,86822,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,29,1,0,1
"2017-04-07 10:14:07,283",b381,9,86843,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,187,15,1,1,0
"2017-04-07 10:14:07,289",8772,9,86843,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d8c280,195,64,1,1,0
"2017-04-07 10:14:07,291",1162,9,86843,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,189,64,1,0,0
"2017-04-07 10:14:08,906",b868,9,86897,4,3,054332ff03d9b381,89,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,9,1,0,1
"2017-04-07 10:14:09,868",8772,9,86929,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,45,16,054332ff03d8c280,195,170,1,1,1
"2017-04-07 10:14:10,469",8772,9,86949,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,65,16,054332ff02dc1162,189,69,1,2,1
"2017-04-07 10:14:10,950",c280,9,86965,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,193,64,1,0,0
"2017-04-07 10:14:10,953",1162,9,86965,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,188,65,1,0,0
"2017-04-07 10:14:12,151",c280,9,87005,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,194,20,1,0,0
"2017-04-07 10:14:12,152",1162,9,87005,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,188,172,1,0,0
"2017-04-07 10:14:12,155",b868,9,87005,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,189,128,1,0,0
"2017-04-07 10:14:12,754",b868,9,87025,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,25,1,0,1
"2017-04-07 10:14:14,949",b868,9,87098,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:14:15,819",b868,9,87127,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,204,1,0,0
"2017-04-07 10:14:15,820",b381,9,87127,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,182,0,1,0,0
"2017-04-07 10:14:15,822",8772,9,87127,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,65,1,1,0
"2017-04-07 10:14:17,050",8772,9,87168,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,189,65,1,1,0
"2017-04-07 10:14:17,050",b381,9,87168,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,187,0,1,0,0
"2017-04-07 10:14:17,053",1162,9,87168,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,190,15,1,0,0
"2017-04-07 10:14:18,104",8772,9,87203,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,116,16,054332ff03d8c280,195,69,1,1,1
"2017-04-07 10:14:18,856",b868,9,87228,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,25,1,0,1
"2017-04-07 10:14:19,489",8772,9,87249,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d8c280,195,64,1,0,0
"2017-04-07 10:14:19,729",b868,9,87257,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,170,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:14:25,588",8772,9,87452,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,189,65,1,0,0
"2017-04-07 10:14:25,589",b381,9,87452,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,187,0,1,0,0
"2017-04-07 10:14:25,590",1162,9,87452,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,189,15,1,0,0
"2017-04-07 10:14:25,591",c280,9,87452,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,165,0,1,0,0
"2017-04-07 10:14:26,911",8772,9,87493,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,189,65,1,0,0
"2017-04-07 10:14:26,912",b381,9,87493,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,183,0,1,0,0
"2017-04-07 10:14:26,916",b868,9,87493,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,189,141,1,0,0
"2017-04-07 10:14:30,457",8772,9,87614,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,195,65,1,0,0
"2017-04-07 10:14:31,690",8772,9,87655,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,174,65,1,0,0
"2017-04-07 10:14:31,691",1162,9,87655,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,182,15,1,0,0
"2017-04-07 10:14:31,692",b868,9,87655,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,141,1,0,0
"2017-04-07 10:14:33,013",c280,9,87696,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,193,0,1,0,0
"2017-04-07 10:14:34,124",c280,9,87736,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,165,0,1,0,0
"2017-04-07 10:14:34,127",b381,9,87736,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,186,0,1,0,0
"2017-04-07 10:14:34,127",1162,9,87736,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,189,0,1,0,0
"2017-04-07 10:14:34,127",8772,9,87736,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,189,65,1,1,0
"2017-04-07 10:14:35,959",b868,9,87796,4,3,054332ff03da8772,89,IEEE154_TYPE_DATA,100,16,054332ff03da8772,188,9,1,1,1
"2017-04-07 10:14:39,119",8772,9,87899,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03d8c280,195,65,1,0,0
"2017-04-07 10:14:39,416",b868,9,87912,4,3,054332ff03d9b381,89,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,9,1,0,1
"2017-04-07 10:14:41,460",1162,9,87980,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,182,0,1,1,0
"2017-04-07 10:14:41,463",b868,9,87980,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,186,59,1,0,0
"2017-04-07 10:14:41,465",8772,9,87980,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,174,65,1,0,0
"2017-04-07 10:14:42,658",c280,9,88020,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,165,187,1,0,0
"2017-04-07 10:14:42,661",8772,9,88020,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,189,65,1,0,0
"2017-04-07 10:14:42,664",1162,9,88020,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,190,0,1,1,0
"2017-04-07 10:14:43,624",8772,9,88051,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,152,16,054332ff02dc1162,189,69,1,0,1
"2017-04-07 10:14:43,892",c280,9,88061,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,193,187,1,0,0
"2017-04-07 10:14:43,893",1162,9,88061,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,189,65,1,0,0
"2017-04-07 10:14:43,893",b868,9,88061,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,188,59,1,0,0
"2017-04-07 10:14:43,898",b381,9,88061,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03da8772,174,0,1,1,0
"2017-04-07 10:14:45,455",b868,9,88113,4,3,054332ff02dc1162,89,IEEE154_TYPE_DATA,11,16,054332ff03da8772,188,9,1,0,1
"2017-04-07 10:14:46,326",c280,9,88142,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03da8772,194,136,1,1,0
"2017-04-07 10:14:46,328",b868,9,88142,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03da8772,187,52,1,0,0
"2017-04-07 10:14:46,330",1162,9,88142,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03da8772,189,172,1,0,0
"2017-04-07 10:14:46,331",b381,9,88142,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03da8772,174,187,1,1,0
"2017-04-07 10:14:47,561",b868,9,88183,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff02dc1162,189,15,1,0,0
"2017-04-07 10:14:47,563",8772,9,88183,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff02dc1162,189,0,1,0,0
"2017-04-07 10:14:47,566",b381,9,88183,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff02dc1162,182,15,1,1,0
"2017-04-07 10:14:47,921",b868,9,88195,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,29,1,0,1
"2017-04-07 10:14:48,612",8772,9,88218,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,116,16,054332ff03d8c280,195,69,1,1,1
"2017-04-07 10:14:48,764",8772,9,88223,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03d8c280,195,69,1,2,0
"2017-04-07 10:14:49,365",b868,9,88243,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,140,1,0,1
"2017-04-07 10:14:49,996",1162,9,88264,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,182,15,1,0,0
"2017-04-07 10:14:49,997",b868,9,88264,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,0,1,0,0
"2017-04-07 10:14:50,238",b868,9,88272,4,3,054332ff03d8c280,89,IEEE154_TYPE_DATA,170,16,054332ff03da8772,188,58,1,0,1
"2017-04-07 10:14:53,662",b381,9,88386,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,186,64,1,0,0
"2017-04-07 10:14:53,665",1162,9,88386,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,190,15,1,0,0
"2017-04-07 10:14:58,534",b868,9,88548,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,127,1,0,0
"2017-04-07 10:14:58,538",b381,9,88548,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,182,64,1,0,0
"2017-04-07 10:14:58,538",8772,9,88548,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,65,1,0,0
"2017-04-07 10:14:59,765",8772,9,88589,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d8c280,195,65,1,0,0
"2017-04-07 10:14:59,765",b868,9,88589,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d8c280,165,127,1,0,0
"2017-04-07 10:15:01,482",8772,9,88646,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,138,16,054332ff02dc1162,189,24,1,0,1
"2017-04-07 10:15:01,573",b868,9,88649,4,4,054332ff03dab868,70,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,25,1,0,1
"2017-04-07 10:15:02,199",b868,9,88670,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,0,1,1,0
"2017-04-07 10:15:02,201",8772,9,88670,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,174,64,1,0,0
"2017-04-07 10:15:02,203",1162,9,88670,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,183,64,1,0,0
"2017-04-07 10:15:03,521",b381,9,88711,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,186,64,1,0,0
