time,addr,comp,asn,statType,trackinstance,trackowner,length,frameType,slotOffset,frequency,l2Src,rssi,lqi,crc,queuePos,ACK_RX
"2017-04-07 09:31:07,577",8772,9,1015,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,189,125,1,0,0
"2017-04-07 09:31:07,577",b381,9,1015,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,188,51,1,0,0
"2017-04-07 09:31:07,578",1162,9,1015,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,188,238,1,0,0
"2017-04-07 09:31:07,582",c280,9,1015,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,165,215,1,0,0
"2017-04-07 09:31:09,884",b381,9,1096,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,187,15,1,0,0
"2017-04-07 09:31:09,886",1162,9,1096,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,189,15,1,0,0
"2017-04-07 09:31:09,886",8772,9,1096,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,189,15,1,0,0
"2017-04-07 09:31:15,988",b868,9,1299,4,0,0000000000000000,38,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,186,0,1,0,1
"2017-04-07 09:31:17,190",b868,9,1339,4,4,054332ff03dab868,38,IEEE154_TYPE_DATA,93,16,054332ff03da8772,188,0,1,0,1
"2017-04-07 09:31:18,424",1162,9,1380,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,178,0,1,2,0
"2017-04-07 09:31:22,088",b381,9,1502,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,174,0,1,0,0
"2017-04-07 09:31:22,089",c280,9,1502,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03da8772,195,9,1,0,0
"2017-04-07 09:31:23,894",8772,9,1562,4,0,0000000000000000,29,IEEE154_TYPE_DATA,162,16,054332ff03dab868,189,0,1,0,1
"2017-04-07 09:31:24,556",b381,9,1583,4,0,0000000000000000,29,IEEE154_TYPE_DATA,162,16,054332ff03dab868,186,0,1,0,1
"2017-04-07 09:31:26,958",8772,9,1664,4,0,0000000000000000,38,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,195,0,1,0,1
"2017-04-07 09:31:28,190",c280,9,1705,4,0,0000000000000000,29,IEEE154_TYPE_DATA,81,16,054332ff03da8772,194,6,1,0,1
"2017-04-07 09:31:29,397",b868,9,1745,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,165,0,1,0,0
"2017-04-07 09:31:29,404",8772,9,1745,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,195,7,1,0,0
"2017-04-07 09:31:31,946",c280,9,1827,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,195,0,1,0,0
"2017-04-07 09:31:31,948",b381,9,1827,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,174,0,1,0,0
"2017-04-07 09:31:31,949",b868,9,1827,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03da8772,189,0,1,1,0
"2017-04-07 09:31:33,061",8772,9,1867,4,0,0000000000000000,38,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,195,0,1,0,1
"2017-04-07 09:31:36,725",1162,9,1989,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,178,0,1,2,0
"2017-04-07 09:31:36,727",b868,9,1989,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,0,1,0,0
"2017-04-07 09:31:39,162",b381,9,2070,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03dab868,186,51,1,1,0
"2017-04-07 09:31:39,166",1162,9,2070,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03dab868,189,238,1,3,0
"2017-04-07 09:31:40,754",b868,9,2123,4,4,054332ff03dab868,89,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,203,1,0,1
"2017-04-07 09:31:42,199",b868,9,2171,4,4,054332ff03dab868,89,IEEE154_TYPE_DATA,141,16,054332ff03da8772,189,203,1,1,1
"2017-04-07 09:31:42,828",b381,9,2192,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,187,0,1,0,0
"2017-04-07 09:31:44,152",c280,9,2233,4,0,0000000000000000,29,IEEE154_TYPE_DATA,0,16,054332ff03da8772,195,13,1,1,1
"2017-04-07 09:31:45,264",b381,9,2273,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff02dc1162,177,0,1,0,0
"2017-04-07 09:31:45,265",b868,9,2273,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff02dc1162,187,128,1,0,0
"2017-04-07 09:31:45,414",8772,9,2278,4,4,054332ff03dab868,89,IEEE154_TYPE_DATA,45,16,054332ff03d8c280,195,134,1,2,1
"2017-04-07 09:31:47,700",8772,9,2354,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03d8c280,195,128,1,3,0
"2017-04-07 09:31:47,701",b868,9,2354,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03d8c280,165,128,1,0,0
"2017-04-07 09:31:48,300",b868,9,2374,4,4,054332ff03dab868,89,IEEE154_TYPE_DATA,141,16,054332ff03da8772,188,203,1,0,1
"2017-04-07 09:31:48,930",b868,9,2395,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,0,1,0,0
"2017-04-07 09:31:48,932",1162,9,2395,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,177,0,1,1,0
"2017-04-07 09:31:50,253",b868,9,2436,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03d9b381,186,128,1,0,0
"2017-04-07 09:31:51,368",b868,9,2476,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,165,15,1,0,0
"2017-04-07 09:31:53,801",b381,9,2557,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,186,0,1,0,0
"2017-04-07 09:31:54,403",b868,9,2577,4,4,054332ff03dab868,38,IEEE154_TYPE_DATA,141,16,054332ff03da8772,189,0,1,0,1
"2017-04-07 09:31:58,700",b868,9,2720,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,186,12,1,0,0
"2017-04-07 09:31:58,702",8772,9,2720,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,174,0,1,1,0
"2017-04-07 09:31:59,902",8772,9,2760,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,195,0,1,1,0
"2017-04-07 09:31:59,903",b868,9,2760,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d8c280,165,12,1,0,0
"2017-04-07 09:32:00,504",8772,9,2780,4,4,054332ff03dab868,29,IEEE154_TYPE_DATA,141,16,054332ff03dab868,189,0,1,1,1
"2017-04-07 09:32:02,454",1162,9,2842,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,189,0,1,3,0
"2017-04-07 09:32:02,456",b381,9,2842,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,186,0,1,0,0
"2017-04-07 09:32:02,456",8772,9,2842,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,189,0,1,1,0
"2017-04-07 09:32:07,236",c280,9,3004,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff03dab868,165,0,1,0,0
"2017-04-07 09:32:07,236",b381,9,3004,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff03dab868,186,0,1,1,0
"2017-04-07 09:32:09,669",b868,9,3085,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,186,0,1,0,0
"2017-04-07 09:32:09,670",8772,9,3085,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,174,0,1,3,0
"2017-04-07 09:32:09,672",1162,9,3085,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,177,0,1,1,0
"2017-04-07 09:32:11,264",b868,9,3138,4,4,054332ff03dab868,38,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,0,1,0,1
"2017-04-07 09:32:14,660",8772,9,3248,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,189,0,1,3,0
"2017-04-07 09:32:14,664",c280,9,3248,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,165,15,1,0,0
"2017-04-07 09:32:14,664",1162,9,3248,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,188,0,1,5,0
"2017-04-07 09:32:17,366",b381,9,3341,4,4,054332ff03dab868,29,IEEE154_TYPE_DATA,93,16,054332ff03dab868,187,15,1,1,1
"2017-04-07 09:32:20,759",b868,9,3451,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff02dc1162,191,128,1,0,0
"2017-04-07 09:32:20,762",8772,9,3451,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff02dc1162,189,0,1,3,0
"2017-04-07 09:32:21,062",b868,9,3464,4,3,054332ff03d9b381,88,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,63,1,0,1
"2017-04-07 09:32:21,873",1162,9,3491,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d9b381,178,238,1,3,0
"2017-04-07 09:32:21,875",b868,9,3491,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d9b381,186,103,1,0,0
"2017-04-07 09:32:21,877",8772,9,3491,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d9b381,174,0,1,3,0
"2017-04-07 09:32:24,308",b381,9,3572,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,186,0,1,0,0
"2017-04-07 09:32:24,309",1162,9,3572,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,189,15,1,3,0
"2017-04-07 09:32:24,311",8772,9,3572,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,189,15,1,3,0
"2017-04-07 09:32:29,211",b868,9,3735,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,186,15,1,0,0
"2017-04-07 09:32:32,963",b381,9,3857,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03da8772,174,128,1,0,0
"2017-04-07 09:32:32,967",b868,9,3857,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03da8772,188,103,1,0,0
"2017-04-07 09:32:32,969",1162,9,3857,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03da8772,189,238,1,4,0
"2017-04-07 09:32:34,079",8772,9,3897,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,195,0,1,5,0
"2017-04-07 09:32:34,080",b868,9,3897,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d8c280,165,15,1,0,0
"2017-04-07 09:32:35,311",b868,9,3938,4,0,0000000000000000,38,IEEE154_TYPE_DATA,81,16,054332ff03d8c280,165,0,1,1,1
"2017-04-07 09:32:37,746",b868,9,4019,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,14,1,3,0
"2017-04-07 09:32:39,067",8772,9,4060,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,189,0,1,4,0
"2017-04-07 09:32:39,069",b381,9,4060,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,186,128,1,1,0
"2017-04-07 09:32:39,073",1162,9,4060,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,189,238,1,4,0
"2017-04-07 09:32:39,372",b868,9,4073,4,3,054332ff03d9b381,89,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,203,1,1,1
"2017-04-07 09:32:41,412",c280,9,4141,4,0,0000000000000000,29,IEEE154_TYPE_DATA,81,16,054332ff03dab868,165,12,1,0,1
"2017-04-07 09:32:41,773",b868,9,4153,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,96,1,1,1
"2017-04-07 09:32:42,012",b868,9,4161,4,4,054332ff03dab868,89,IEEE154_TYPE_DATA,101,16,054332ff03d8c280,165,203,1,1,1
"2017-04-07 09:32:42,613",8772,9,4181,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,189,15,1,4,0
"2017-04-07 09:32:42,614",b381,9,4181,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,187,64,1,0,0
"2017-04-07 09:32:42,616",1162,9,4181,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03dab868,189,15,1,4,0
"2017-04-07 09:32:43,848",b381,9,4222,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff02dc1162,183,18,1,0,0
"2017-04-07 09:32:43,850",b868,9,4222,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff02dc1162,189,128,1,1,0
"2017-04-07 09:32:45,168",b381,9,4263,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,186,15,1,0,0
"2017-04-07 09:32:45,169",1162,9,4263,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,189,0,1,3,0
"2017-04-07 09:32:46,281",1162,9,4303,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,183,0,1,4,0
"2017-04-07 09:32:46,282",8772,9,4303,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,174,15,1,4,0
"2017-04-07 09:32:46,286",b868,9,4303,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03d9b381,186,15,1,0,0
"2017-04-07 09:32:52,384",8772,9,4506,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03d8c280,195,18,1,6,0
"2017-04-07 09:32:53,617",b868,9,4547,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,81,16,054332ff03d9b381,186,181,1,1,0
"2017-04-07 09:32:56,048",b868,9,4628,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,15,1,0,0
"2017-04-07 09:33:03,472",8772,9,4872,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,189,64,1,6,0
"2017-04-07 09:33:03,476",1162,9,4872,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,189,0,1,5,0
"2017-04-07 09:33:03,477",b381,9,4872,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,186,77,1,0,0
"2017-04-07 09:33:08,254",b868,9,5034,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03d9b381,186,15,1,0,0
"2017-04-07 09:33:09,875",b868,9,5088,4,3,054332ff03d9b381,89,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,54,1,0,1
"2017-04-07 09:33:10,688",b868,9,5115,4,0,0000000000000000,38,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,189,108,1,1,1
"2017-04-07 09:33:13,124",b381,9,5196,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,174,187,1,0,0
"2017-04-07 09:33:13,126",1162,9,5196,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,189,238,1,4,0
"2017-04-07 09:33:13,154",c280,9,5196,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,195,0,1,3,0
"2017-04-07 09:33:15,682",b381,9,5278,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,183,15,1,0,0
"2017-04-07 09:33:16,791",8772,9,5318,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff02dc1162,189,18,1,1,0
"2017-04-07 09:33:16,796",b381,9,5318,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff02dc1162,183,187,1,0,0
"2017-04-07 09:33:19,229",1162,9,5399,4,0,0000000000000000,29,IEEE154_TYPE_DATA,121,16,054332ff03dab868,189,0,1,4,1
"2017-04-07 09:33:20,458",b381,9,5440,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff03dab868,186,0,1,0,0
"2017-04-07 09:33:21,781",b868,9,5481,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03d9b381,186,128,1,0,0
"2017-04-07 09:33:21,781",1162,9,5481,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03d9b381,183,238,1,4,0
"2017-04-07 09:33:23,440",b868,9,5539,4,4,054332ff03dab868,38,IEEE154_TYPE_DATA,58,16,054332ff02dc1162,189,0,1,0,1
"2017-04-07 09:33:26,198",8772,9,5631,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff02dc1162,189,0,1,4,0
"2017-04-07 09:33:27,881",b381,9,5684,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,186,0,1,0,0
"2017-04-07 09:33:27,883",1162,9,5684,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,189,0,1,4,0
"2017-04-07 09:33:29,535",1162,9,5742,4,4,054332ff03dab868,29,IEEE154_TYPE_DATA,58,16,054332ff03dab868,189,2,1,4,1
"2017-04-07 09:33:30,227",1162,9,5765,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,183,0,1,4,0
"2017-04-07 09:33:30,228",b868,9,5765,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,186,2,1,0,0
"2017-04-07 09:33:36,327",1162,9,5968,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,189,0,1,5,0
"2017-04-07 09:33:36,328",c280,9,5968,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,165,0,1,5,0
"2017-04-07 09:33:36,329",b381,9,5968,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,186,0,1,1,0
"2017-04-07 09:33:36,689",b868,9,5980,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,1,1,0,1
"2017-04-07 09:33:38,763",b868,9,6049,4,0,0000000000000000,32,IEEE154_TYPE_DATA,162,16,054332ff02dc1162,189,0,1,0,0
"2017-04-07 09:33:40,386",b868,9,6103,4,3,054332ff03d9b381,89,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,54,1,0,1
"2017-04-07 09:33:41,198",b381,9,6130,4,0,0000000000000000,38,IEEE154_TYPE_DATA,40,16,054332ff02dc1162,183,112,1,0,1
"2017-04-07 09:33:42,430",1162,9,6171,4,0,0000000000000000,29,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,183,11,1,4,1
"2017-04-07 09:33:44,235",b868,9,6231,4,4,054332ff03dab868,38,IEEE154_TYPE_DATA,141,16,054332ff03da8772,189,108,1,0,1
"2017-04-07 09:33:46,185",b381,9,6293,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,186,128,1,0,0
"2017-04-07 09:33:46,188",1162,9,6293,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03dab868,189,0,1,5,0
"2017-04-07 09:33:47,298",b381,9,6333,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,186,15,1,0,0
"2017-04-07 09:33:47,300",1162,9,6333,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,189,15,1,7,0
"2017-04-07 09:33:47,302",8772,9,6333,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,189,0,1,4,0
"2017-04-07 09:33:47,304",c280,9,6333,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03dab868,165,0,1,6,0
"2017-04-07 09:33:48,954",b381,9,6388,4,4,054332ff03dab868,38,IEEE154_TYPE_DATA,95,16,054332ff02dc1162,183,0,1,1,1
"2017-04-07 09:33:50,972",b868,9,6455,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,162,16,054332ff03d9b381,186,128,1,0,0
"2017-04-07 09:33:55,834",c280,9,6617,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,195,15,1,6,0
"2017-04-07 09:33:55,836",b381,9,6617,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,174,6,1,0,0
"2017-04-07 09:33:55,838",1162,9,6617,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,189,0,1,5,0
"2017-04-07 09:33:55,839",b868,9,6617,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,188,15,1,0,0
"2017-04-07 09:33:58,389",c280,9,6699,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,165,15,1,7,0
"2017-04-07 09:33:58,391",b381,9,6699,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,187,6,1,0,0
"2017-04-07 09:33:58,391",1162,9,6699,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,188,0,1,5,0
"2017-04-07 09:34:01,155",1162,9,6794,4,4,054332ff03dab868,29,IEEE154_TYPE_DATA,95,16,054332ff03d9b381,181,0,1,5,1
"2017-04-07 09:34:01,937",c280,9,6820,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,195,0,1,8,0
"2017-04-07 09:34:01,938",1162,9,6820,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,189,0,1,5,0
"2017-04-07 09:34:01,941",b868,9,6820,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03da8772,188,128,1,0,0
"2017-04-07 09:34:02,544",b868,9,6840,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,141,16,054332ff03da8772,189,1,1,0,1
"2017-04-07 09:34:06,835",1162,9,6983,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,189,65,1,6,0
"2017-04-07 09:34:06,837",b381,9,6983,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03dab868,186,6,1,0,0
"2017-04-07 09:34:08,037",1162,9,7023,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,182,0,1,7,0
"2017-04-07 09:34:08,040",b868,9,7023,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,186,0,1,0,0
"2017-04-07 09:34:08,043",8772,9,7023,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,174,64,1,7,0
"2017-04-07 09:34:08,639",b868,9,7043,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,141,16,054332ff03da8772,189,1,1,0,1
"2017-04-07 09:34:10,594",b381,9,7105,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,181,6,1,1,0
"2017-04-07 09:34:10,598",b868,9,7105,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff02dc1162,188,0,1,0,0
"2017-04-07 09:34:10,896",b868,9,7118,4,3,054332ff03d9b381,89,IEEE154_TYPE_DATA,13,16,054332ff03d9b381,186,54,1,0,1
"2017-04-07 09:34:11,705",1162,9,7145,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,189,0,1,6,0
"2017-04-07 09:34:11,707",c280,9,7145,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,195,0,1,6,0
"2017-04-07 09:34:11,708",b868,9,7145,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,188,107,1,0,0
"2017-04-07 09:34:11,710",b381,9,7145,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,174,65,1,0,0
"2017-04-07 09:34:19,041",1162,9,7389,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,181,65,1,8,0
"2017-04-07 09:34:19,043",b868,9,7389,4,0,0000000000000000,32,IEEE154_TYPE_DATA,81,16,054332ff03d9b381,186,107,1,3,0
"2017-04-07 09:34:19,404",b868,9,7401,4,4,054332ff03dab868,90,IEEE154_TYPE_DATA,93,16,054332ff03d9b381,186,1,1,3,1
"2017-04-07 09:34:20,241",8772,9,7429,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03dab868,189,18,1,3,0
"2017-04-07 09:34:20,242",c280,9,7429,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03dab868,165,0,1,8,0
"2017-04-07 09:34:20,248",1162,9,7429,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03dab868,189,172,1,9,0
"2017-04-07 09:34:20,249",b381,9,7429,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,121,16,054332ff03dab868,186,18,1,0,0
"2017-04-07 09:34:22,798",1162,9,7511,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03d9b381,182,172,1,8,0
"2017-04-07 09:34:22,799",b868,9,7511,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,0,16,054332ff03d9b381,186,0,1,2,0
"2017-04-07 09:34:23,910",c280,9,7551,4,0,0000000000000000,32,IEEE154_TYPE_DATA,40,16,054332ff03da8772,195,15,1,8,0
"2017-04-07 09:34:28,897",c280,9,7714,4,0,0000000000000000,32,IEEE154_TYPE_DATA,0,16,054332ff03dab868,165,15,1,8,0
"2017-04-07 09:34:30,011",1162,9,7754,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03da8772,189,172,1,8,0
"2017-04-07 09:34:30,012",b381,9,7754,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03da8772,174,18,1,0,0
"2017-04-07 09:34:30,014",c280,9,7754,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03da8772,195,0,1,7,0
"2017-04-07 09:34:30,014",b868,9,7754,4,0,0000000000000000,0,IEEE154_TYPE_BEACON,40,16,054332ff03da8772,189,0,1,0,0
"2017-04-07 09:34:32,447",b381,9,7835,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,174,15,1,0,0
"2017-04-07 09:34:32,448",1162,9,7835,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,189,65,1,8,0
"2017-04-07 09:34:32,451",b868,9,7835,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03da8772,189,15,1,0,0
"2017-04-07 09:34:38,548",b868,9,8038,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,186,15,1,2,0
"2017-04-07 09:34:38,549",1162,9,8038,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,181,65,1,6,0
"2017-04-07 09:34:38,549",8772,9,8038,4,0,0000000000000000,32,IEEE154_TYPE_DATA,121,16,054332ff03d9b381,174,0,1,7,0
