time,addr,asn,length,frameType,slotOffset,frequency,l2Dest,txpower,numTxAttempts,L3Src,L3Dest,L4Proto,L4SrcPort,L4DestPort,succes_rx,succes_ack,list_rx
"2017-07-20 15:20:29,193",0001,22,45,IEEE154_TYPE_BEACON,0,25,ffff000000000000,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,0,0,[]
"2017-07-20 15:20:29,476",0001,154,45,IEEE154_TYPE_BEACON,0,12,ffff000000000000,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,0,0,[]
"2017-07-20 15:20:29,765",0001,286,45,IEEE154_TYPE_BEACON,0,20,ffff000000000000,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,0,0,[]
"2017-07-20 15:20:30,076",0001,429,45,IEEE154_TYPE_BEACON,0,14,ffff000000000000,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,0,0,[]
"2017-07-20 15:20:30,406",0001,572,45,IEEE154_TYPE_BEACON,0,24,ffff000000000000,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,0,0,[]
"2017-07-20 15:20:30,612",0001,660,95,IEEE154_TYPE_DATA,0,26,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:30,690",0001,693,45,IEEE154_TYPE_BEACON,0,15,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:31,021",0001,836,45,IEEE154_TYPE_BEACON,0,26,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['0002', '000d', '000c', '000b', '0009']"
"2017-07-20 15:20:31,768",0001,968,45,IEEE154_TYPE_BEACON,0,19,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['000b', '000d', '000c', '0002']"
"2017-07-20 15:20:32,471",0001,1100,45,IEEE154_TYPE_BEACON,0,24,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['000b', '0002', '000d']"
"2017-07-20 15:20:33,139",0001,1232,45,IEEE154_TYPE_BEACON,0,16,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['000b', '000d', '000c', '0002']"
"2017-07-20 15:20:33,668",0001,1331,95,IEEE154_TYPE_DATA,0,18,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_ICMPv6,155,0,1,0,"['0002', '000d', '000c', '000b', '0009']"
"2017-07-20 15:20:33,742",000c,1342,46,IEEE154_TYPE_DATA,0,20,141592cc00000001,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:33,750",000d,1342,42,IEEE154_TYPE_DATA,0,20,141592cc00000001,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:33,752",000b,1342,42,IEEE154_TYPE_DATA,0,20,141592cc00000001,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:33,756",0002,1342,46,IEEE154_TYPE_DATA,0,20,141592cc00000001,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,1,['0001']
"2017-07-20 15:20:33,833",000d,1353,42,IEEE154_TYPE_DATA,0,11,141592cc00000001,31,2,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:33,836",000b,1353,42,IEEE154_TYPE_DATA,0,11,141592cc00000001,31,2,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:33,845",0001,1353,34,IEEE154_TYPE_DATA,0,11,141592cc00000002,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,1,1,['0002']
"2017-07-20 15:20:33,916",0009,1364,95,IEEE154_TYPE_DATA,0,26,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000009,IANA_ICMPv6,155,0,1,0,"['0002', '000d']"
"2017-07-20 15:20:33,926",000c,1364,46,IEEE154_TYPE_DATA,0,26,141592cc00000001,31,2,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,1,['0001']
"2017-07-20 15:20:33,984",000d,1375,42,IEEE154_TYPE_DATA,0,21,141592cc00000001,31,3,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:33,994",0001,1375,34,IEEE154_TYPE_DATA,0,21,141592cc0000000c,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,1,1,['000c']
"2017-07-20 15:20:34,060",0001,1386,45,IEEE154_TYPE_BEACON,0,12,ffff92cc00000002,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,1,0,"['000c', '0002']"
"2017-07-20 15:20:34,069",000b,1386,42,IEEE154_TYPE_DATA,0,12,141592cc00000001,31,3,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:34,072",000d,1386,42,IEEE154_TYPE_DATA,0,12,141592cc00000001,31,4,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:34,133",0002,1397,95,IEEE154_TYPE_DATA,0,15,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000002,IANA_ICMPv6,155,0,1,0,"['0009', '0001']"
"2017-07-20 15:20:34,137",000c,1397,95,IEEE154_TYPE_DATA,0,15,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000c,IANA_ICMPv6,155,0,1,0,['000b']
"2017-07-20 15:20:34,266",000d,1419,46,IEEE154_TYPE_DATA,0,13,141592cc00000001,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,1,['0001']
"2017-07-20 15:20:34,331",000d,1430,95,IEEE154_TYPE_DATA,0,25,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000d,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:34,338",0001,1430,34,IEEE154_TYPE_DATA,0,25,141592cc0000000d,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,0,0,[]
"2017-07-20 15:20:34,396",0001,1441,34,IEEE154_TYPE_DATA,0,17,141592cc0000000d,31,2,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,1,1,['000d']
"2017-07-20 15:20:34,719",0001,1507,45,IEEE154_TYPE_BEACON,0,18,ffff92cc0000000d,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['000d', '0009', '0002']"
"2017-07-20 15:20:34,738",000b,1507,42,IEEE154_TYPE_DATA,0,18,141592cc00000001,31,4,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:34,809",000b,1518,46,IEEE154_TYPE_DATA,0,20,141592cc00000001,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,1,['0001']
"2017-07-20 15:20:34,882",000b,1529,95,IEEE154_TYPE_DATA,0,11,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000b,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:34,884",0001,1529,34,IEEE154_TYPE_DATA,0,11,141592cc0000000b,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,0,0,[]
"2017-07-20 15:20:35,050",0001,1562,34,IEEE154_TYPE_DATA,0,12,141592cc0000000b,31,2,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,1,1,['000b']
"2017-07-20 15:20:35,409",0001,1639,45,IEEE154_TYPE_BEACON,0,22,ffff92cc0000000b,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['0002', '000d', '000c', '000b']"
"2017-07-20 15:20:35,954",0001,1760,45,IEEE154_TYPE_BEACON,0,16,ffff92cc0000000b,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['000d', '0009', '0002', '000b']"
"2017-07-20 15:20:36,558",0001,1892,45,IEEE154_TYPE_BEACON,0,26,ffff92cc0000000b,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['000e', '000d', '0002', '000b']"
"2017-07-20 15:20:37,116",000b,2002,95,IEEE154_TYPE_DATA,0,23,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000b,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:37,128",0001,2002,95,IEEE154_TYPE_DATA,0,23,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_ICMPv6,155,0,1,0,"['000d', '0009', '0002']"
"2017-07-20 15:20:37,191",0001,2013,45,IEEE154_TYPE_BEACON,0,14,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['0002', '000d', '000c', '000b']"
"2017-07-20 15:20:37,302",000d,2035,95,IEEE154_TYPE_DATA,0,18,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000d,IANA_ICMPv6,155,0,1,0,"['000e', '0009', '0001']"
"2017-07-20 15:20:37,372",000c,2046,95,IEEE154_TYPE_DATA,0,20,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000c,IANA_ICMPv6,155,0,1,0,"['0009', '0002', '0001']"
"2017-07-20 15:20:37,374",000e,2046,42,IEEE154_TYPE_DATA,0,20,141592cc0000000d,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000d,IANA_UNDEFINED,155,0,1,1,['000d']
"2017-07-20 15:20:37,455",0009,2057,95,IEEE154_TYPE_DATA,0,11,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000009,IANA_ICMPv6,155,0,1,0,"['000c', '0002', '0001']"
"2017-07-20 15:20:37,469",000d,2057,34,IEEE154_TYPE_DATA,0,11,141592cc0000000e,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000d,IANA_UNDEFINED,155,0,1,1,['000e']
"2017-07-20 15:20:37,488",000d,2062,38,IEEE154_TYPE_DATA,5,22,141592cc00000001,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000d,IANA_UNDEFINED,155,0,1,1,['0001']
"2017-07-20 15:20:37,577",0001,2068,34,IEEE154_TYPE_DATA,0,26,141592cc0000000d,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,1,1,['000d']
"2017-07-20 15:20:37,630",0002,2079,95,IEEE154_TYPE_DATA,0,21,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000002,IANA_ICMPv6,155,0,1,0,"['000c', '000e', '0009', '0001']"
"2017-07-20 15:20:37,770",000e,2101,95,IEEE154_TYPE_DATA,0,15,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000e,IANA_ICMPv6,155,0,1,0,"['0002', '000d', '000b', '0001']"
"2017-07-20 15:20:37,957",0001,2134,45,IEEE154_TYPE_BEACON,0,25,ffff92cc0000000e,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['000e', '000d', '000c', '0002', '000b']"
"2017-07-20 15:20:38,623",0001,2266,45,IEEE154_TYPE_BEACON,0,12,ffff92cc0000000e,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['0002', '000e', '000d', '000c', '0009', '000b']"
"2017-07-20 15:20:39,304",0001,2398,45,IEEE154_TYPE_BEACON,0,20,ffff92cc0000000e,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['0009', '000d', '000c', '0002', '000b']"
"2017-07-20 15:20:40,120",0001,2541,45,IEEE154_TYPE_BEACON,0,14,ffff92cc0000000e,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['0002', '000e', '000d', '000c', '000b']"
"2017-07-20 15:20:40,827",000b,2662,95,IEEE154_TYPE_DATA,0,25,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000b,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:40,829",0001,2662,95,IEEE154_TYPE_DATA,0,25,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_ICMPv6,155,0,1,0,"['000e', '000d', '0009', '0002']"
"2017-07-20 15:20:40,898",0001,2673,45,IEEE154_TYPE_BEACON,0,17,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['000e', '000c', '000d', '0002', '000b']"
"2017-07-20 15:20:41,006",000c,2695,95,IEEE154_TYPE_DATA,0,22,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000c,IANA_ICMPv6,155,0,1,0,"['0002', '0009']"
"2017-07-20 15:20:41,065",000d,2706,110,IEEE154_TYPE_DATA,0,23,141592cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000d,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:41,068",000b,2706,110,IEEE154_TYPE_DATA,0,23,141592cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000b,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:41,097",000d,2711,110,IEEE154_TYPE_DATA,5,16,141592cc00000001,31,2,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000d,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:41,134",000c,2715,110,IEEE154_TYPE_DATA,9,13,141592cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_ICMPv6,155,0,1,0,['0001']
"2017-07-20 15:20:41,156",000c,2717,110,IEEE154_TYPE_DATA,0,14,141592cc00000001,31,2,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:41,195",000c,2726,110,IEEE154_TYPE_DATA,9,25,141592cc00000001,31,3,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:41,222",000d,2728,95,IEEE154_TYPE_DATA,0,19,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000d,IANA_ICMPv6,155,0,1,0,['000e']
"2017-07-20 15:20:41,229",000c,2728,110,IEEE154_TYPE_DATA,0,19,141592cc00000001,31,4,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_ICMPv6,155,0,1,0,['0001']
"2017-07-20 15:20:41,264",0002,2735,110,IEEE154_TYPE_DATA,7,22,141592cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc00000002,IANA_ICMPv6,155,0,1,1,['0001']
"2017-07-20 15:20:41,318",0009,2739,90,IEEE154_TYPE_DATA,0,18,141592cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc00000009,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:41,324",000b,2739,45,IEEE154_TYPE_BEACON,0,18,ffff92cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000b,IANA_UNDEFINED,155,0,1,0,"['000e', '0001']"
"2017-07-20 15:20:41,372",0009,2750,90,IEEE154_TYPE_DATA,0,20,141592cc00000001,31,2,bbbb000000000000141592cc00000001,bbbb000000000000141592cc00000009,IANA_ICMPv6,155,0,1,1,['0001']
"2017-07-20 15:20:41,445",0009,2761,95,IEEE154_TYPE_DATA,0,11,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000009,IANA_ICMPv6,155,0,1,0,"['000e', '000d', '000c', '0002']"
"2017-07-20 15:20:41,566",0002,2783,95,IEEE154_TYPE_DATA,0,21,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000002,IANA_ICMPv6,155,0,1,0,"['000c', '0009', '0001']"
"2017-07-20 15:20:41,573",000e,2783,95,IEEE154_TYPE_DATA,0,21,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000e,IANA_ICMPv6,155,0,1,0,['000d']
"2017-07-20 15:20:41,649",0002,2794,45,IEEE154_TYPE_BEACON,0,12,ffff92cc00000009,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000009,IANA_UNDEFINED,155,0,1,0,"['000e', '0009', '000c', '0001']"
"2017-07-20 15:20:41,729",000c,2805,45,IEEE154_TYPE_BEACON,0,15,ffff92cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_UNDEFINED,155,0,0,0,[]
"2017-07-20 15:20:41,750",0001,2805,45,IEEE154_TYPE_BEACON,0,15,ffff92cc00000002,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['0002', '0009', '000d', '000b']"
"2017-07-20 15:20:41,864",0009,2827,45,IEEE154_TYPE_BEACON,0,13,ffff92cc00000001,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,['000c']
"2017-07-20 15:20:41,870",000d,2827,45,IEEE154_TYPE_BEACON,0,13,ffff92cc00000001,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,['0001']
"2017-07-20 15:20:41,872",000e,2827,110,IEEE154_TYPE_DATA,0,13,141592cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000e,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:41,947",000e,2838,110,IEEE154_TYPE_DATA,0,25,141592cc00000001,31,2,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000e,IANA_ICMPv6,155,0,1,0,['0001']
"2017-07-20 15:20:42,056",000e,2860,110,IEEE154_TYPE_DATA,0,24,141592cc00000001,31,3,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000e,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:42,121",000b,2871,45,IEEE154_TYPE_BEACON,0,22,ffff92cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000b,IANA_UNDEFINED,155,0,1,0,"['000e', '0001']"
"2017-07-20 15:20:42,171",000e,2882,110,IEEE154_TYPE_DATA,0,23,141592cc00000001,31,4,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000e,IANA_ICMPv6,155,0,1,1,['0001']
"2017-07-20 15:20:42,232",000c,2893,45,IEEE154_TYPE_BEACON,0,14,ffff92cc00000009,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_UNDEFINED,155,0,1,0,['0009']
"2017-07-20 15:20:42,239",000e,2893,45,IEEE154_TYPE_BEACON,0,14,ffff92cc0000000d,31,1,00000000000000000000000000000000,00000000000000000000000000000000,IANA_UNDEFINED,0,0,1,0,"['0002', '000d', '0001']"
"2017-07-20 15:20:42,352",0002,2915,45,IEEE154_TYPE_BEACON,0,18,ffff92cc0000000e,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000009,IANA_UNDEFINED,155,0,1,0,"['000e', '000c', '0009', '0001']"
"2017-07-20 15:20:42,490",0001,2937,45,IEEE154_TYPE_BEACON,0,11,ffff92cc00000002,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['0009', '000c', '000e', '000d', '0002', '000b']"
"2017-07-20 15:20:42,604",0009,2959,45,IEEE154_TYPE_BEACON,0,21,ffff92cc00000001,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['000c', '0002']"
"2017-07-20 15:20:42,610",000d,2959,45,IEEE154_TYPE_BEACON,0,21,ffff92cc00000001,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['000e', '0001']"
"2017-07-20 15:20:42,724",000e,2981,45,IEEE154_TYPE_BEACON,0,15,ffff92cc0000000d,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['0002', '000d', '000b', '0001']"
"2017-07-20 15:20:42,841",000b,3003,45,IEEE154_TYPE_BEACON,0,13,ffff92cc0000000e,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000b,IANA_UNDEFINED,155,0,1,0,"['000c', '0001']"
"2017-07-20 15:20:42,944",000c,3025,45,IEEE154_TYPE_BEACON,0,17,ffff92cc0000000b,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_UNDEFINED,155,0,1,0,"['0002', '0009', '0001']"
"2017-07-20 15:20:43,003",0002,3036,45,IEEE154_TYPE_BEACON,0,24,ffff92cc0000000c,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000009,IANA_UNDEFINED,155,0,1,0,"['000e', '000c', '0009', '0001']"
"2017-07-20 15:20:43,186",0001,3069,45,IEEE154_TYPE_BEACON,0,14,ffff92cc00000002,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['000e', '000d', '0009', '0002', '000b']"
"2017-07-20 15:20:43,286",0009,3091,45,IEEE154_TYPE_BEACON,0,18,ffff92cc00000001,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['000d', '0002', '000c', '0001']"
"2017-07-20 15:20:43,348",000d,3102,45,IEEE154_TYPE_BEACON,0,20,ffff92cc00000009,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['0009', '000e', '0001']"
"2017-07-20 15:20:43,418",000e,3113,45,IEEE154_TYPE_BEACON,0,11,ffff92cc0000000d,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['0002', '000d', '0009']"
"2017-07-20 15:20:43,525",000b,3135,45,IEEE154_TYPE_BEACON,0,21,ffff92cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000b,IANA_UNDEFINED,155,0,1,0,['0001']
"2017-07-20 15:20:43,634",000c,3157,45,IEEE154_TYPE_BEACON,0,15,ffff92cc00000009,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_UNDEFINED,155,0,1,0,"['0002', '0009']"
"2017-07-20 15:20:43,738",0002,3179,45,IEEE154_TYPE_BEACON,0,13,ffff92cc0000000c,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000009,IANA_UNDEFINED,155,0,1,0,"['000c', '000e', '0009', '0001']"
"2017-07-20 15:20:43,862",0001,3201,45,IEEE154_TYPE_BEACON,0,17,ffff92cc00000002,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['000d', '000c', '0002', '000b']"
"2017-07-20 15:20:43,966",0009,3223,45,IEEE154_TYPE_BEACON,0,22,ffff92cc00000002,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000002,IANA_UNDEFINED,155,0,1,0,"['000d', '0002', '0001']"
"2017-07-20 15:20:44,022",000d,3234,45,IEEE154_TYPE_BEACON,0,23,ffff92cc00000009,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['000e', '0009', '0001']"
"2017-07-20 15:20:44,080",000e,3245,45,IEEE154_TYPE_BEACON,0,14,ffff92cc0000000d,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000e,IANA_UNDEFINED,155,0,1,0,"['0002', '000d', '0009', '000b', '0001']"
"2017-07-20 15:20:44,248",000b,3278,45,IEEE154_TYPE_BEACON,0,20,ffff92cc0000000e,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000b,IANA_UNDEFINED,155,0,1,0,['0001']
"2017-07-20 15:20:44,303",000c,3289,45,IEEE154_TYPE_BEACON,0,11,ffff92cc00000001,31,1,bbbb000000000000141592cc00000001,bbbb000000000000141592cc0000000c,IANA_UNDEFINED,155,0,1,0,"['0009', '0002', '0001']"
"2017-07-20 15:20:44,423",0002,3311,45,IEEE154_TYPE_BEACON,0,21,ffff92cc0000000c,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000009,IANA_UNDEFINED,155,0,1,0,"['0009', '000e', '000c', '0001']"
"2017-07-20 15:20:44,501",0001,3322,95,IEEE154_TYPE_DATA,0,12,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_ICMPv6,155,0,1,0,"['0002', '000e', '000d', '000b']"
"2017-07-20 15:20:44,561",000b,3333,95,IEEE154_TYPE_DATA,0,15,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000b,IANA_ICMPv6,155,0,0,0,[]
"2017-07-20 15:20:44,568",0001,3333,45,IEEE154_TYPE_BEACON,0,15,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['0002', '000d', '000e']"
"2017-07-20 15:20:44,610",000c,3344,95,IEEE154_TYPE_DATA,0,16,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000c,IANA_ICMPv6,155,0,1,0,"['0009', '0002']"
"2017-07-20 15:20:44,665",0009,3355,45,IEEE154_TYPE_BEACON,0,13,ffff92cc0000000c,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc0000000c,IANA_UNDEFINED,155,0,1,0,"['000d', '000c', '0002']"
"2017-07-20 15:20:44,728",000d,3366,45,IEEE154_TYPE_BEACON,0,25,ffff92cc00000009,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['000e', '0009', '0001']"
"2017-07-20 15:20:44,835",000e,3388,45,IEEE154_TYPE_BEACON,0,24,ffff92cc0000000d,31,1,ff02000000000000000000000000001a,bbbb000000000000141592cc00000001,IANA_UNDEFINED,155,0,1,0,"['000d', '0002', '000b', '0001']"
"2017-07-20 15:20:44,899",000d,3399,95,IEEE154_TYPE_DATA,0,22,ffffffffffffffff,31,1,ff02000000000000000000000000001a,fe80000000000000141592cc0000000d,IANA_ICMPv6,155,0,1,0,"['000e', '0009', '0001']"
