time,asn,src_res,dest_res,src_pkt,dest_pkt,command,status,ch1,slot1,ch2,slot2,ch3,slot3,id_res,succes,numAtt,state
"2017-08-23 16:37:25,467",5863,000e,0009,000e,0009,CELLADD_REQ,TXED,,,,,,,31,1,2,2
"2017-08-23 16:37:25,662",5874,000e,0009,000e,0009,CELLADD_REQ,ENQUEUED,9,3,8,4,9,13,32,1,0,1
"2017-08-23 16:37:25,669",5874,0009,0001,0001,0009,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-08-23 16:37:25,678",5874,000e,0009,0009,000e,CELLADD_REP,TXED,9,0,,,,,31,1,1,5
"2017-08-23 16:37:25,869",5885,000e,0009,0009,000e,CELLADD_REP,ENQUEUED,8,4,,,,,32,1,0,4
"2017-08-23 16:37:25,855",5885,000e,0009,000e,0009,CELLADD_REQ,TXED,,,,,,,32,1,1,2
"2017-08-23 16:37:25,868",5885,000e,0009,0009,000e,CELLADD_REQ,RCVD,,,,,,,32,1,0,3
"2017-08-23 16:37:26,082",5896,000e,0009,0009,000e,CELLADD_REP,TXED,8,4,,,,,32,1,1,5
"2017-08-23 16:37:26,045",5896,000e,0009,000e,0009,CELLADD_REP,RCVD,8,4,,,,,32,1,0,6
"2017-08-23 16:37:26,423",5918,0009,0001,0001,0009,CELLADD_REP,TXED,,,,,,,,,3,5
"2017-08-23 16:37:26,926",5951,0009,0001,0001,0009,CELLADD_REP,TXED,,,,,,,21,1,4,5
"2017-08-23 16:37:27,091",5962,000c,0001,000c,0001,CELLADD_REQ,ENQUEUED,10,9,,,,,33,1,0,1
"2017-08-23 16:37:27,098",5962,000c,0001,0001,000c,CELLADD_REP,TXED,,,,,,,27,1,2,5
"2017-08-23 16:37:27,192",5969,000c,0001,000c,0001,CELLADD_REQ,TXED,7,4,,,,,33,1,1,2
"2017-08-23 16:37:27,167",5969,000c,0001,0001,000c,CELLADD_REQ,RCVD,,,,,,,33,1,0,3
"2017-08-23 16:37:27,308",5973,000b,000c,000b,000c,CELLADD_REQ,ENQUEUED,8,8,,,,,34,0,0,1
"2017-08-23 16:37:27,306",5973,000c,0001,000c,0001,CELLADD_REQ,FAILED,,,,,,,33,1,0,7
"2017-08-23 16:37:27,470",5984,0006,0009,0006,0009,CELLADD_REQ,ENQUEUED,5,4,,,,,36,0,0,1
"2017-08-23 16:37:27,437",5984,0004,0009,0004,0009,CELLADD_REQ,ENQUEUED,9,3,,,,,35,1,0,1
"2017-08-23 16:37:27,620",5995,0004,0009,0004,0009,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-08-23 16:37:28,067",6028,0004,0009,0004,0009,CELLADD_REQ,TXED,,,,,,,35,1,2,2
"2017-08-23 16:37:28,094",6028,0004,0009,0009,0004,CELLADD_REQ,RCVD,,,,,,,35,1,0,3
"2017-08-23 16:37:28,095",6028,0004,0009,0009,0004,CELLADD_REP,ENQUEUED,,,,,,,35,1,0,4
"2017-08-23 16:37:28,259",6039,0004,0009,0009,0004,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-08-23 16:37:28,728",6072,0004,0009,0004,0009,CELLADD_REP,RCVD,,,,,,,35,1,0,6
"2017-08-23 16:37:28,731",6072,0004,0009,0004,0009,CELLADD_REQ,ENQUEUED,6,9,9,5,6,5,37,1,0,1
"2017-08-23 16:37:28,740",6072,0004,0009,0009,0004,CELLADD_REP,TXED,,,,,,,35,1,2,5
"2017-08-23 16:37:28,889",6083,0004,0009,0004,0009,CELLADD_REQ,TXED,,,,,,,37,1,1,2
"2017-08-23 16:37:28,902",6083,0004,0009,0009,0004,CELLADD_REQ,RCVD,,,,,,,37,1,0,3
"2017-08-23 16:37:28,904",6083,0004,0009,0009,0004,CELLADD_REP,ENQUEUED,6,5,,,,,37,1,0,4
"2017-08-23 16:37:29,053",6094,0004,0009,0009,0004,CELLADD_REP,TXED,6,5,,,,,37,1,1,5
"2017-08-23 16:37:29,039",6094,0004,0009,0004,0009,CELLADD_REP,RCVD,6,5,,,,,37,1,0,6
"2017-08-23 16:37:29,730",6138,0004,0009,0009,0004,CELLADD_REP,FAILED,,,,,,,37,1,0,8
"2017-08-23 16:37:30,075",6160,000b,000f,000b,000f,CELLADD_REQ,ENQUEUED,8,9,6,8,4,11,38,0,0,1
"2017-08-23 16:37:30,074",6160,0004,0009,0009,0004,CELLADD_REQ,FAILED,,,,,,,37,1,0,7
"2017-08-23 16:37:30,240",6171,000b,000f,000b,000f,CELLADD_REQ,ENQUEUED,4,13,7,13,6,13,39,1,0,1
"2017-08-23 16:37:30,539",6193,000c,0001,0001,000c,CELLADD_REP,TXED,,,,,,,33,1,1,5
"2017-08-23 16:37:31,066",6226,0006,0009,0006,0009,CELLADD_REQ,ENQUEUED,10,2,6,3,,,40,1,0,1
"2017-08-23 16:37:31,065",6226,000c,0001,0001,000c,CELLADD_REQ,FAILED,,,,,,,33,1,0,7
"2017-08-23 16:37:31,558",6259,000b,000f,000f,000b,CELLADD_REP,ENQUEUED,4,11,,,,,39,1,0,4
"2017-08-23 16:37:31,569",6259,000b,000f,000b,000f,CELLADD_REQ,TXED,,,,,,,39,1,1,2
"2017-08-23 16:37:31,554",6259,000b,000f,000f,000b,CELLADD_REQ,RCVD,,,,,,,39,1,0,3
"2017-08-23 16:37:31,709",6270,000b,000f,000f,000b,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-08-23 16:37:31,901",6281,0006,0009,0006,0009,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-08-23 16:37:32,061",6292,000b,000f,000b,000f,CELLADD_REP,FAILED,8,6,,,,,38,0,0,8
"2017-08-23 16:37:32,079",6292,000b,000f,000f,000b,CELLADD_REP,TXED,4,11,,,,,39,1,2,5
"2017-08-23 16:37:32,080",6292,000f,0001,000f,0001,CELLADD_REQ,ENQUEUED,5,1,7,5,9,0,41,1,0,1
"2017-08-23 16:37:32,154",6298,000f,0001,0001,000f,CELLADD_REQ,RCVD,,,,,,,41,1,0,3
"2017-08-23 16:37:32,128",6298,000f,0001,000f,0001,CELLADD_REQ,TXED,6,9,,,,,41,1,1,2
"2017-08-23 16:37:32,258",6303,000f,0001,0001,000f,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-08-23 16:37:32,255",6303,000b,000f,000f,000b,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-08-23 16:37:32,438",6314,000f,0001,0001,000f,CELLADD_REP,TXED,4,9,,,,,41,1,2,5
"2017-08-23 16:37:32,431",6314,000f,0001,000f,0001,CELLADD_REQ,ENQUEUED,5,5,8,13,,,42,1,0,1
"2017-08-23 16:37:32,494",6320,000f,0001,000f,0001,CELLADD_REQ,TXED,6,9,,,,,42,1,1,2
"2017-08-23 16:37:32,520",6320,000f,0001,0001,000f,CELLADD_REQ,RCVD,,,,,,,42,1,0,3
"2017-08-23 16:37:32,624",6325,000f,0001,0001,000f,CELLADD_REP,TXED,4,9,,,,,42,1,1,5
"2017-08-23 16:37:32,635",6325,000f,0001,000f,0001,CELLADD_REQ,ENQUEUED,7,15,,,,,43,1,0,1
"2017-08-23 16:37:32,687",6331,000f,0001,000f,0001,CELLADD_REQ,TXED,6,9,,,,,43,1,1,2
"2017-08-23 16:37:32,708",6331,000f,0001,0001,000f,CELLADD_REQ,RCVD,,,,,,,43,1,0,3
"2017-08-23 16:37:32,797",6336,000f,0001,0001,000f,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-08-23 16:37:32,803",6336,000b,000f,000f,000b,CELLADD_REP,TXED,,,,,,,39,1,2,5
"2017-08-23 16:37:33,124",6358,000f,0001,0001,000f,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-08-23 16:37:33,110",6358,0006,0009,0006,0009,CELLADD_REQ,TXED,,,,,,,40,1,2,2
"2017-08-23 16:37:33,143",6358,0006,0009,0009,0006,CELLADD_REQ,RCVD,,,,,,,40,1,0,3
