time,asn,src_res,dest_res,src_pkt,dest_pkt,command,status,ch1,slot1,ch2,slot2,ch3,slot3,id_res,succes,numAtt,state
"2017-07-28 10:00:40,645",1100,000d,0001,0001,000d,CELLADD_REP,TXED,10,4,,,,,0,0,1,5
"2017-07-28 10:00:40,639",1100,000d,0001,000d,0001,CELLADD_REP,RCVD,10,4,,,,,0,0,0,6
"2017-07-28 10:00:40,727",1111,000d,0001,0001,000d,CELLADD_REQ,FAILED,,,,,,,0,0,0,7
"2017-07-28 10:00:40,728",1111,0005,0001,0005,0001,CELLADD_REQ,ENQUEUED,9,5,4,11,9,1,8,1,0,1
"2017-07-28 10:00:40,724",1111,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:40,802",1122,000e,0001,000e,0001,CELLADD_REQ,TXED,,,,,,,0,0,4,2
"2017-07-28 10:00:40,797",1122,000e,0001,0001,000e,CELLADD_REP,ENQUEUED,6,10,,,,,0,0,0,4
"2017-07-28 10:00:40,796",1122,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,0,0,0,3
"2017-07-28 10:00:40,959",1144,000e,0001,000e,0001,CELLADD_REP,RCVD,6,10,,,,,0,0,0,6
"2017-07-28 10:00:40,966",1144,000e,0001,0001,000e,CELLADD_REP,TXED,6,10,,,,,0,0,1,5
"2017-07-28 10:00:41,048",1155,000b,0001,0001,000b,CELLADD_REP,TXED,6,8,,,,,0,0,2,5
"2017-07-28 10:00:41,042",1155,000b,0001,000b,0001,CELLADD_REP,RCVD,6,8,,,,,0,0,0,6
"2017-07-28 10:00:41,125",1166,0003,0001,0001,0003,CELLADD_REP,TXED,8,4,,,,,0,0,1,5
"2017-07-28 10:00:41,113",1166,0003,0001,0003,0001,CELLADD_REP,RCVD,8,4,,,,,0,0,0,6
"2017-07-28 10:00:41,200",1177,0006,0001,0001,0006,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:41,281",1188,0006,0001,0001,0006,CELLADD_REP,TXED,6,4,,,,,0,0,2,5
"2017-07-28 10:00:41,275",1188,0006,0001,0006,0001,CELLADD_REP,RCVD,6,4,,,,,0,0,0,6
"2017-07-28 10:00:41,629",1243,0005,0001,0001,0005,CELLADD_REP,ENQUEUED,9,1,,,,,8,1,0,4
"2017-07-28 10:00:41,618",1243,0005,0001,0005,0001,CELLADD_REQ,TXED,,,,,,,8,1,1,2
"2017-07-28 10:00:41,628",1243,0005,0001,0001,0005,CELLADD_REQ,RCVD,,,,,,,8,1,0,3
"2017-07-28 10:00:41,692",1254,0005,0001,0001,0005,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:41,771",1265,0005,0001,0001,0005,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:00:42,234",1342,0005,0001,0005,0001,CELLADD_REP,RCVD,9,1,,,,,8,1,0,6
"2017-07-28 10:00:42,240",1342,0005,0001,0001,0005,CELLADD_REP,TXED,9,1,,,,,8,1,3,5
"2017-07-28 10:00:48,982",2508,0007,000e,0007,000e,CELLADD_REQ,ENQUEUED,8,14,,,,,9,1,0,1
"2017-07-28 10:00:48,999",2508,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,6,12,5,5,,,10,1,0,1
"2017-07-28 10:00:49,106",2519,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:49,098",2519,0007,000e,000e,0007,CELLADD_REP,ENQUEUED,8,14,,,,,9,1,0,4
"2017-07-28 10:00:49,103",2519,0007,000e,0007,000e,CELLADD_REQ,TXED,,,,,,,9,1,1,2
"2017-07-28 10:00:49,097",2519,0007,000e,000e,0007,CELLADD_REQ,RCVD,,,,,,,9,1,0,3
"2017-07-28 10:00:49,195",2530,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,9,15,9,2,,,11,1,0,1
"2017-07-28 10:00:49,194",2530,0007,000e,000e,0007,CELLADD_REP,TXED,8,14,,,,,9,1,1,5
"2017-07-28 10:00:49,188",2530,0007,000e,0007,000e,CELLADD_REP,RCVD,8,14,,,,,9,1,0,6
"2017-07-28 10:00:49,229",2536,000e,0001,000e,0001,CELLADD_REQ,TXED,6,10,,,,,11,1,1,2
"2017-07-28 10:00:49,289",2536,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,11,1,0,3
"2017-07-28 10:00:49,285",2541,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,5,13,9,8,,,12,0,0,1
"2017-07-28 10:00:49,292",2541,000e,0001,0001,000e,CELLADD_REP,TXED,9,1,,,,,11,1,1,5
"2017-07-28 10:00:49,322",2547,000e,0001,000e,0001,CELLADD_REQ,TXED,6,10,,,,,12,0,1,2
"2017-07-28 10:00:49,376",2547,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,12,0,0,3
"2017-07-28 10:00:49,393",2552,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,10,1,2,2
"2017-07-28 10:00:49,478",2563,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:49,660",2585,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,8,13,,,,,13,1,0,1
"2017-07-28 10:00:49,664",2585,0004,000e,000e,0004,CELLADD_REP,TXED,8,14,,,,,10,1,2,5
"2017-07-28 10:00:49,754",2596,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:50,005",2629,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,13,1,2,2
"2017-07-28 10:00:50,101",2640,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,9,9,,,,,14,1,0,1
"2017-07-28 10:00:50,106",2640,0004,000e,000e,0004,CELLADD_REP,TXED,8,14,,,,,13,1,1,5
"2017-07-28 10:00:50,191",2651,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,14,1,1,2
"2017-07-28 10:00:50,194",2651,0004,000e,0004,000e,CELLADD_REP,FAILED,9,1,,,,,14,1,0,8
"2017-07-28 10:00:50,283",2662,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,4,10,4,7,10,2,15,1,0,1
"2017-07-28 10:00:50,287",2662,0004,000e,000e,0004,CELLADD_REP,TXED,8,14,,,,,14,1,1,5
"2017-07-28 10:00:50,371",2673,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,15,1,1,2
"2017-07-28 10:00:50,462",2684,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,6,9,5,7,,,16,0,0,1
"2017-07-28 10:00:50,443",2684,0004,000e,000e,0004,CELLADD_REP,TXED,8,14,,,,,15,1,1,5
"2017-07-28 10:00:50,547",2695,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,16,0,1,2
"2017-07-28 10:00:51,406",2819,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,4,3,4,11,,,17,1,0,1
"2017-07-28 10:00:51,433",2822,000e,0001,000e,0001,CELLADD_REQ,TXED,,,,,,,17,1,1,2
"2017-07-28 10:00:51,500",2822,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,17,1,0,3
"2017-07-28 10:00:51,488",2827,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,9,5,,,,,18,1,0,1
"2017-07-28 10:00:51,503",2827,000e,0001,0001,000e,CELLADD_REP,TXED,9,1,,,,,17,1,1,5
"2017-07-28 10:00:51,531",2833,000e,0001,000e,0001,CELLADD_REQ,TXED,,,,,,,18,1,1,2
"2017-07-28 10:00:51,598",2833,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,18,1,0,3
"2017-07-28 10:00:51,594",2838,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,9,6,,,,,19,1,0,1
"2017-07-28 10:00:51,601",2838,000e,0001,0001,000e,CELLADD_REP,TXED,6,10,,,,,18,1,1,5
"2017-07-28 10:00:51,691",2844,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,19,1,0,3
"2017-07-28 10:00:51,629",2844,000e,0001,000e,0001,CELLADD_REQ,TXED,,,,,,,19,1,1,2
"2017-07-28 10:00:51,694",2849,000e,0001,0001,000e,CELLADD_REP,TXED,6,10,,,,,19,1,1,5
"2017-07-28 10:00:51,687",2849,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,5,2,,,,,20,0,0,1
"2017-07-28 10:00:51,728",2855,000e,0001,000e,0001,CELLADD_REQ,TXED,,,,,,,20,0,1,2
"2017-07-28 10:00:51,797",2855,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,20,0,0,3
"2017-07-28 10:00:51,792",2860,000e,0001,000e,0001,CELLADD_REP,FAILED,8,14,,,,,20,0,0,8
"2017-07-28 10:00:52,556",2965,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,7,3,10,12,,,21,1,0,1
"2017-07-28 10:00:52,623",2970,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,21,1,1,2
"2017-07-28 10:00:52,930",3003,0004,000e,0004,000e,CELLADD_REP,FAILED,6,10,,,,,16,0,0,8
"2017-07-28 10:00:52,923",3003,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:54,031",3124,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,6,11,,,,,22,1,0,1
"2017-07-28 10:00:54,036",3127,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,9,14,5,0,10,14,23,0,0,1
"2017-07-28 10:00:54,276",3130,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,23,0,0,3
"2017-07-28 10:00:54,073",3130,000e,0001,000e,0001,CELLADD_REQ,TXED,8,14,,,,,23,0,1,2
"2017-07-28 10:00:54,279",3135,0002,000b,0002,000b,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:54,400",3146,0002,000b,000b,0002,CELLADD_REQ,RCVD,,,,,,,22,1,0,3
"2017-07-28 10:00:54,406",3146,0002,000b,0002,000b,CELLADD_REQ,TXED,,,,,,,22,1,2,2
"2017-07-28 10:00:54,401",3146,0002,000b,000b,0002,CELLADD_REP,ENQUEUED,,,,,,,22,1,0,4
"2017-07-28 10:00:54,512",3157,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:54,521",3157,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,21,1,2,5
"2017-07-28 10:00:54,517",3157,0004,0001,0004,0001,CELLADD_REQ,ENQUEUED,8,12,10,3,,,24,0,0,1
"2017-07-28 10:00:54,616",3168,0004,0001,0004,0001,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:54,637",3168,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:00:54,748",3179,0004,0001,0001,0004,CELLADD_REQ,RCVD,,,,,,,24,0,0,3
"2017-07-28 10:00:54,743",3179,0004,0001,0004,0001,CELLADD_REQ,TXED,,,,,,,,,2,2
"2017-07-28 10:00:54,850",3190,000c,0006,000c,0006,CELLADD_REQ,ENQUEUED,8,8,7,2,,,25,1,0,1
"2017-07-28 10:00:54,859",3190,0009,0006,0009,0006,CELLADD_REQ,ENQUEUED,5,7,4,15,,,26,1,0,1
"2017-07-28 10:00:54,966",3201,0009,0006,0009,0006,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:54,968",3201,000c,0006,000c,0006,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:55,063",3212,000c,0006,000c,0006,CELLADD_REQ,TXED,,,,,,,,,2,2
"2017-07-28 10:00:55,068",3212,0002,000b,0002,000b,CELLADD_REP,RCVD,,,,,,,22,1,0,6
"2017-07-28 10:00:55,074",3212,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,22,1,3,5
"2017-07-28 10:00:55,070",3212,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,9,8,8,2,,,27,1,0,1
"2017-07-28 10:00:55,188",3223,0009,0006,0006,0009,CELLADD_REP,ENQUEUED,4,15,,,,,26,1,0,4
"2017-07-28 10:00:55,187",3223,0009,0006,0006,0009,CELLADD_REQ,RCVD,,,,,,,26,1,0,3
"2017-07-28 10:00:55,193",3223,0009,0006,0009,0006,CELLADD_REQ,TXED,,,,,,,26,1,2,2
"2017-07-28 10:00:55,183",3223,0002,000b,0002,000b,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:55,300",3234,0009,0006,0006,0009,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:55,305",3234,0004,0001,0004,0001,CELLADD_REQ,TXED,,,,,,,24,0,3,2
"2017-07-28 10:00:55,298",3234,0004,0001,0001,0004,CELLADD_REQ,RCVD,,,,,,,24,0,0,3
"2017-07-28 10:00:55,512",3256,0002,000b,0002,000b,CELLADD_REQ,TXED,,,,,,,27,1,2,2
"2017-07-28 10:00:55,504",3256,0002,000b,000b,0002,CELLADD_REQ,RCVD,,,,,,,27,1,0,3
"2017-07-28 10:00:55,505",3256,0002,000b,000b,0002,CELLADD_REP,ENQUEUED,8,2,,,,,27,1,0,4
"2017-07-28 10:00:55,507",3256,0009,0006,0006,0009,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:00:55,627",3267,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,13,,,,,28,0,0,1
"2017-07-28 10:00:55,620",3267,0002,000b,0002,000b,CELLADD_REP,RCVD,8,2,,,,,27,1,0,6
"2017-07-28 10:00:55,626",3267,0002,000b,000b,0002,CELLADD_REP,TXED,8,2,,,,,27,1,1,5
"2017-07-28 10:00:55,741",3278,000c,0006,0006,000c,CELLADD_REP,ENQUEUED,7,2,,,,,25,1,0,4
"2017-07-28 10:00:55,740",3278,000c,0006,0006,000c,CELLADD_REQ,RCVD,,,,,,,25,1,0,3
"2017-07-28 10:00:55,746",3278,000c,0006,000c,0006,CELLADD_REQ,TXED,,,,,,,25,1,3,2
"2017-07-28 10:00:55,855",3289,000c,0006,000c,0006,CELLADD_REQ,FAILED,6,8,,,,,25,1,0,7
"2017-07-28 10:00:55,856",3289,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,10,7,,,,,29,0,0,1
"2017-07-28 10:00:56,092",3311,0006,0001,0006,0001,CELLADD_REQ,ENQUEUED,8,12,5,1,9,7,30,1,0,1
"2017-07-28 10:00:56,091",3311,0009,0006,0006,0009,CELLADD_REP,TXED,4,15,,,,,26,1,3,5
"2017-07-28 10:00:56,098",3311,0009,0006,0009,0006,CELLADD_REP,RCVD,4,15,,,,,26,1,0,6
"2017-07-28 10:00:56,132",3317,0006,0001,0006,0001,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:56,221",3322,0006,0001,0006,0001,CELLADD_REQ,TXED,4,15,,,,,30,1,2,2
"2017-07-28 10:00:56,214",3322,0006,0001,0001,0006,CELLADD_REQ,RCVD,,,,,,,30,1,0,3
"2017-07-28 10:00:56,254",3328,0006,0001,0006,0001,CELLADD_REQ,FAILED,6,8,,,,,30,1,0,7
"2017-07-28 10:00:56,255",3328,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,10,6,,,,,31,0,0,1
"2017-07-28 10:00:56,350",3333,000c,0006,0006,000c,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:56,381",3339,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:00:56,464",3344,000c,0006,000c,0006,CELLADD_REP,RCVD,7,2,,,,,25,1,0,6
"2017-07-28 10:00:56,471",3344,000c,0006,0006,000c,CELLADD_REP,TXED,7,2,,,,,25,1,2,5
"2017-07-28 10:00:56,504",3350,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,2,2
"2017-07-28 10:00:56,588",3355,000c,0006,0006,000c,CELLADD_REP,FAILED,9,1,,,,,25,1,0,8
"2017-07-28 10:00:56,625",3361,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,3,2
"2017-07-28 10:00:56,707",3366,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,31,0,4,2
"2017-07-28 10:00:56,702",3366,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,31,0,0,3
"2017-07-28 10:00:57,038",3402,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,4,13,4,1,,,32,0,0,1
"2017-07-28 10:00:57,079",3405,000e,0001,000e,0001,CELLADD_REQ,TXED,6,10,,,,,32,0,1,2
"2017-07-28 10:00:57,159",3405,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,32,0,0,3
"2017-07-28 10:00:57,389",3432,0004,0001,0004,0001,CELLADD_REQ,ENQUEUED,7,5,5,9,9,13,33,0,0,1
"2017-07-28 10:00:58,486",3542,0004,0001,0004,0001,CELLADD_REQ,FAILED,,,,,,,33,0,0,7
"2017-07-28 10:00:58,487",3542,0004,0001,0004,0001,CELLADD_REQ,ENQUEUED,10,5,9,15,,,34,0,0,1
"2017-07-28 10:00:59,398",3636,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,9,1,,,,,35,1,0,1
"2017-07-28 10:00:59,466",3641,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,35,1,1,2
"2017-07-28 10:00:59,461",3641,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,35,1,0,3
"2017-07-28 10:00:59,676",3663,000b,0001,000b,0001,CELLADD_REP,FAILED,6,10,,,,,31,0,0,8
"2017-07-28 10:00:59,793",3674,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:00:59,791",3677,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,9,4,,,,,36,0,0,1
"2017-07-28 10:00:59,833",3680,000e,0001,000e,0001,CELLADD_REQ,TXED,6,10,,,,,36,0,1,2
"2017-07-28 10:00:59,895",3680,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,36,0,0,3
"2017-07-28 10:01:00,335",3729,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:01:00,656",3762,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,9,10,10,,,37,1,0,1
"2017-07-28 10:01:00,638",3762,000b,0001,0001,000b,CELLADD_REP,TXED,6,8,,,,,35,1,3,5
"2017-07-28 10:01:01,013",3768,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:01,099",3773,0004,0001,0004,0001,CELLADD_REQ,ENQUEUED,5,12,,,,,38,0,0,1
"2017-07-28 10:01:01,081",3773,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,2,2
"2017-07-28 10:01:01,134",3779,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,3,2
"2017-07-28 10:01:01,215",3784,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,37,1,4,2
"2017-07-28 10:01:01,210",3784,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,37,1,0,3
"2017-07-28 10:01:01,337",3795,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:01,452",3806,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:01:01,559",3817,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,4,1,7,13,,,39,0,0,1
"2017-07-28 10:01:01,563",3817,000b,0001,0001,000b,CELLADD_REP,TXED,6,8,,,,,37,1,3,5
"2017-07-28 10:01:01,788",3839,000a,0002,000a,0002,CELLADD_REQ,ENQUEUED,5,6,4,12,,,40,1,0,1
"2017-07-28 10:01:01,799",3839,0008,0002,0008,0002,CELLADD_REQ,ENQUEUED,8,5,6,8,,,41,1,0,1
"2017-07-28 10:01:01,843",3845,0008,0002,0008,0002,CELLADD_REQ,FAILED,6,8,,,,,41,1,0,7
"2017-07-28 10:01:01,844",3845,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,5,13,,,,,42,0,0,1
"2017-07-28 10:01:01,934",3850,000a,0002,0002,000a,CELLADD_REP,ENQUEUED,4,12,,,,,40,1,0,4
"2017-07-28 10:01:01,933",3850,000a,0002,0002,000a,CELLADD_REQ,RCVD,,,,,,,40,1,0,3
"2017-07-28 10:01:01,944",3850,000a,0002,000a,0002,CELLADD_REQ,TXED,,,,,,,40,1,1,2
"2017-07-28 10:01:01,937",3850,0008,0002,0008,0002,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:02,067",3861,000a,0002,000a,0002,CELLADD_REP,FAILED,8,4,,,,,40,1,0,8
"2017-07-28 10:01:02,056",3861,000a,0002,0002,000a,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:02,240",3878,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,5,,,,,43,1,0,1
"2017-07-28 10:01:02,239",3878,000a,0002,000a,0002,CELLADD_REQ,FAILED,6,8,,,,,40,1,0,7
"2017-07-28 10:01:02,318",3883,0008,0002,0002,0008,CELLADD_REP,ENQUEUED,6,8,,,,,41,1,0,4
"2017-07-28 10:01:02,325",3883,0008,0002,0008,0002,CELLADD_REQ,TXED,,,,,,,41,1,2,2
"2017-07-28 10:01:02,317",3883,0008,0002,0002,0008,CELLADD_REQ,RCVD,,,,,,,41,1,0,3
"2017-07-28 10:01:02,356",3889,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:02,445",3894,000a,0002,000a,0002,CELLADD_REP,RCVD,4,12,,,,,40,1,0,6
"2017-07-28 10:01:02,438",3894,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,7,2,9,6,,,44,1,0,1
"2017-07-28 10:01:02,437",3894,000a,0002,0002,000a,CELLADD_REP,TXED,4,12,,,,,40,1,2,5
"2017-07-28 10:01:02,475",3900,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,2,2
"2017-07-28 10:01:02,507",3902,0002,000b,0002,000b,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:02,565",3905,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,43,1,3,2
"2017-07-28 10:01:02,559",3905,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,43,1,0,3
"2017-07-28 10:01:02,568",3905,0002,000b,0002,000b,CELLADD_REQ,TXED,,,,,,,,,2,2
"2017-07-28 10:01:02,626",3913,0002,000b,0002,000b,CELLADD_REQ,TXED,8,2,,,,,44,1,3,2
"2017-07-28 10:01:02,695",3916,0008,0002,0002,0008,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:02,685",3916,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:02,690",3916,0002,000b,0002,000b,CELLADD_REQ,FAILED,,,,,,,44,1,0,7
"2017-07-28 10:01:02,691",3916,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,8,4,,,,,45,0,0,1
"2017-07-28 10:01:02,909",3938,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,,,2,5
