time,asn,src_res,dest_res,src_pkt,dest_pkt,command,status,ch1,slot1,ch2,slot2,ch3,slot3,id_res,succes,numAtt,state
"2017-07-28 10:01:03,024",3949,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:03,022",3952,000e,0001,000e,0001,CELLADD_REQ,ENQUEUED,10,6,,,,,46,1,0,1
"2017-07-28 10:01:03,062",3955,000e,0001,000e,0001,CELLADD_REQ,TXED,6,10,,,,,46,1,1,2
"2017-07-28 10:01:03,142",3955,000e,0001,0001,000e,CELLADD_REQ,RCVD,,,,,,,46,1,0,3
"2017-07-28 10:01:03,149",3960,0008,0002,0002,0008,CELLADD_REP,TXED,6,8,,,,,41,1,2,5
"2017-07-28 10:01:03,137",3960,0008,0002,0008,0002,CELLADD_REP,RCVD,6,8,,,,,41,1,0,6
"2017-07-28 10:01:03,351",3982,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,,,3,5
"2017-07-28 10:01:04,383",4092,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,44,1,4,5
"2017-07-28 10:01:04,504",4103,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,45,0,2,2
"2017-07-28 10:01:04,497",4103,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:04,613",4114,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:04,622",4114,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,9,15,5,9,,,47,0,0,1
"2017-07-28 10:01:04,611",4114,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,44,1,2,5
"2017-07-28 10:01:04,684",4122,0002,000b,0002,000b,CELLADD_REQ,TXED,8,2,,,,,47,0,1,2
"2017-07-28 10:01:04,743",4125,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:04,747",4125,0004,0001,0001,0004,CELLADD_REQ,RCVD,,,,,,,38,0,0,3
"2017-07-28 10:01:04,755",4125,0002,000b,0002,000b,CELLADD_REQ,ENQUEUED,5,3,9,7,,,48,1,0,1
"2017-07-28 10:01:04,813",4133,0002,000b,0002,000b,CELLADD_REQ,TXED,8,2,,,,,48,1,1,2
"2017-07-28 10:01:04,871",4136,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,48,1,2,5
"2017-07-28 10:01:04,987",4147,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:01:04,991",4147,0002,000b,000b,0002,CELLADD_REP,TXED,,,,,,,48,1,1,5
"2017-07-28 10:01:04,985",4147,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,7,15,4,0,5,14,49,0,0,1
"2017-07-28 10:01:05,416",4191,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,49,0,1,2
"2017-07-28 10:01:05,533",4202,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,4,8,4,12,9,3,50,1,0,1
"2017-07-28 10:01:05,638",4213,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,9,12,7,5,,,51,1,0,1
"2017-07-28 10:01:05,659",4213,0004,000e,000e,0004,CELLADD_REP,TXED,8,14,,,,,50,1,3,5
"2017-07-28 10:01:05,775",4224,0004,000e,0004,000e,CELLADD_REQ,ENQUEUED,9,13,,,,,52,1,0,1
"2017-07-28 10:01:05,779",4224,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,51,1,1,5
"2017-07-28 10:01:05,902",4235,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:06,118",4257,0004,000e,000e,0004,CELLADD_REP,FAILED,6,8,,,,,49,0,0,8
"2017-07-28 10:01:06,621",4312,0004,000e,000e,0004,CELLADD_REP,ENQUEUED,9,3,,,,,52,1,0,4
"2017-07-28 10:01:06,620",4312,0004,000e,000e,0004,CELLADD_REQ,RCVD,,,,,,,52,1,0,3
"2017-07-28 10:01:06,637",4312,0004,000e,0004,000e,CELLADD_REQ,TXED,,,,,,,52,1,2,2
"2017-07-28 10:01:06,738",4323,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:06,852",4334,0004,000e,000e,0004,CELLADD_REP,TXED,9,3,,,,,52,1,2,5
"2017-07-28 10:01:06,846",4334,0004,000e,0004,000e,CELLADD_REP,RCVD,9,3,,,,,52,1,0,6
"2017-07-28 10:01:06,978",4345,0004,000e,000e,0004,CELLADD_REP,TXED,9,3,,,,,52,1,1,5
"2017-07-28 10:01:07,095",4356,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:07,206",4367,0004,000e,000e,0004,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:01:07,308",4378,0004,000e,000e,0004,CELLADD_REP,TXED,9,3,,,,,52,1,3,5
"2017-07-28 10:01:07,625",4411,000e,0001,0001,000e,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:07,932",4444,000e,0001,0001,000e,CELLADD_REP,TXED,8,4,,,,,46,1,2,5
"2017-07-28 10:01:08,037",4455,0006,0001,0001,0006,CELLADD_REP,TXED,,,,,,,30,1,1,5
"2017-07-28 10:01:08,148",4466,000e,0001,0001,000e,CELLADD_REP,TXED,6,4,,,,,46,1,1,5
"2017-07-28 10:01:08,256",4477,000e,0001,0001,000e,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:08,582",4510,000e,0001,0001,000e,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:01:09,132",4565,000e,0001,0001,000e,CELLADD_REP,TXED,,,,,,,46,1,3,5
"2017-07-28 10:01:09,241",4576,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,13,4,14,,,53,0,0,1
"2017-07-28 10:01:09,245",4576,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,43,1,1,5
"2017-07-28 10:01:09,279",4582,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:09,364",4587,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,2,2
"2017-07-28 10:01:09,399",4593,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,3,2
"2017-07-28 10:01:09,478",4598,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,53,0,4,2
"2017-07-28 10:01:09,473",4598,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,53,0,0,3
"2017-07-28 10:01:09,918",4642,000b,0001,000b,0001,CELLADD_REP,FAILED,6,8,,,,,42,0,0,8
"2017-07-28 10:01:11,660",4829,000b,0001,000b,0001,CELLADD_REP,FAILED,,,,,,,53,0,0,8
"2017-07-28 10:01:11,983",4868,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,4,3,,,,,54,1,0,1
"2017-07-28 10:01:12,051",4873,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,54,1,0,3
"2017-07-28 10:01:12,056",4873,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,54,1,1,2
"2017-07-28 10:01:13,161",4994,000b,0001,0001,000b,CELLADD_REP,TXED,6,8,,,,,54,1,1,5
"2017-07-28 10:01:13,157",4994,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,5,14,,,,,55,0,0,1
"2017-07-28 10:01:13,426",5022,000b,0001,0001,000b,CELLADD_REQ,FAILED,6,8,,,,,55,0,0,7
"2017-07-28 10:01:13,427",5022,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,7,7,10,13,,,56,1,0,1
"2017-07-28 10:01:13,521",5033,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:13,598",5038,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,56,1,2,2
"2017-07-28 10:01:13,593",5038,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,56,1,0,3
"2017-07-28 10:01:13,703",5049,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:13,936",5071,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:01:14,225",5104,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,9,14,5,7,,,57,1,0,1
"2017-07-28 10:01:14,229",5104,000b,0001,0001,000b,CELLADD_REP,TXED,9,1,,,,,56,1,3,5
"2017-07-28 10:01:14,262",5110,000b,0001,000b,0001,CELLADD_REQ,TXED,,,,,,,,,1,2
"2017-07-28 10:01:14,341",5115,000b,0001,000b,0001,CELLADD_REQ,TXED,6,8,,,,,57,1,2,2
"2017-07-28 10:01:14,335",5115,000b,0001,0001,000b,CELLADD_REQ,RCVD,,,,,,,57,1,0,3
"2017-07-28 10:01:14,428",5126,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,1,5
"2017-07-28 10:01:14,567",5137,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,2,5
"2017-07-28 10:01:15,352",5214,000b,0001,0001,000b,CELLADD_REP,TXED,,,,,,,,,3,5
"2017-07-28 10:01:15,545",5236,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,10,10,,,,,58,0,0,1
"2017-07-28 10:01:15,557",5236,000b,0001,0001,000b,CELLADD_REP,TXED,9,1,,,,,57,1,4,5
"2017-07-28 10:01:15,788",5258,000b,0001,0001,000b,CELLADD_REQ,FAILED,6,8,,,,,58,0,0,7
"2017-07-28 10:01:15,789",5258,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,9,2,9,5,,,59,0,0,1
"2017-07-28 10:01:16,113",5291,000b,0001,000b,0001,CELLADD_REQ,FAILED,6,8,,,,,59,0,0,7
"2017-07-28 10:01:16,114",5291,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,5,8,5,5,,,60,0,0,1
"2017-07-28 10:01:16,448",5330,000b,0001,000b,0001,CELLADD_REQ,FAILED,6,8,,,,,60,0,0,7
"2017-07-28 10:01:16,449",5330,000b,0001,000b,0001,CELLADD_REQ,ENQUEUED,10,10,10,9,7,12,61,0,0,1
"2017-07-28 10:01:16,797",5363,000b,0001,000b,0001,CELLADD_REQ,FAILED,6,8,,,,,61,0,0,7
